institution;indicator;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;taux observE 2010;taux attendu 2010;SMR 2010;nombre de cas 2010
Stiftung Krankenhaus Sanitas;A.1.8.M HD Herzinfarkt (Alter >19), Zuverlegungen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.1.9.P Anteil akute Infarktformen n.n.bez. (Alter >19);NaN;NaN;NaN;0;0;0.041;NaN;0
Stiftung Krankenhaus Sanitas;A.1.10.M Transmuraler Herzinfarkt (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.1.11.M Nichttransmuraler Infarkt/NSTEMI (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;A.2 Herzinsuffizienz; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;A.2.1.M HD Herzinsuffizienz (Alter >19), Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;A.2.2.M HD Herzinsuffizienz, Alter 20-44, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.2.3.M HD Herzinsuffizienz, Alter 45-64, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.2.4.M HD Herzinsuffizienz, Alter 65-84, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;A.2.5.M HD Herzinsuffizienz, Alter >84, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;A.3 Linksherzkatheter (LHK); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;A.3.1.F F‰lle mit LHK mit Koronardiagnostik/≠intervention insgesamt;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.3.2.M F‰lle mit LHK bei Herzinfarkt (Alter >19), ohne OP am Herzen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.3.4.M F‰lle mit LHK ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.3.5.P Anteil therapeutische Katheter ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.3.6.F F‰lle mit LHK bei Kindern und Jugendlichen (Alter <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.4 Herzrhythmusstˆrungen; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;A.4.1.F HD Herzrhythmusstˆrungen;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;A.5.1.F Schrittmacherversorgung (Implantationen und Wechsel, inkl. Defibrillatoren);NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.5.2.F Implantation oder Wechsel eines Defibrillators;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.6 Ablative Therapie; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;A.6.1.F Kathetergest¸tzte ablative Therapie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.6.2.F Chirurgisch ablative Therapie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7 Operationen am Herzen; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;A.7.1.F OP am Herzen insgesamt;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.2.F OP an Herzklappen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.3.F OP an Koronargef‰ssen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.4.F Andere OP am Herzen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.5.F Kombinierte OP am Herzen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.6.F OP am Herzen bei Kindern und Jugendlichen (Alter <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.7.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.11.M OP nur an Koronargef‰ssen bei Herzinfarkt (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.12.M OP nur an Koronargef‰ssen ohne Herzinfarkt (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.13.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter 20-49, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.14.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter 50-59, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.15.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter 60-69, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.16.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter 70-79, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.17.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter >79, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;A.7.18.P Anteil Beatmungsf‰lle >95 h bei OP nur an Koronargef‰ssen ohne Herzinfarkt (Alter >19);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1 Schlaganfall; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;B.1.1.M HD Schlaganfall alle Formen (Alter >19), Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;B.1.2.M HD Schlaganfall alle Formen, Alter 20-44, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1.3.M HD Schlaganfall alle Formen, Alter 45-64, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;B.1.4.M HD Schlaganfall alle Formen, Alter 65-84, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1.5.M HD Schlaganfall alle Formen, Alter >84, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1.6.P Anteil Schlaganf‰lle mit Stroke Unit Behandlung (Alter >19);0;0.079;NaN;0;0;0.104;NaN;0
Stiftung Krankenhaus Sanitas;B.1.7.M Hirninfarkt (ICD≠10 I63, Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1.8.M Hirninfarkt (ICD≠10 I63, Alter >19), Direktaufnahmen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1.9.P Anteil Hirninfarkt (ICD≠10 I63, Alter >19) mit systemischer Thrombolyse;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1.9.M Hirninfarkt (ICD≠10 I63, Alter >19) mit systemischer Thrombolyse, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1.10.M Intrazerebrale Blutung (ICD≠10 I61, Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1.11.M Subarachnoidalblutung (ICD≠10 I60, Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.1.12.P Anteil Schlaganfall n.n.bez. (ICD≠10 I64, Alter >19);NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;B.1.12.M Schlaganfall n.n.bez. (ICD≠10 I64, Alter >19), Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;B.2 Transitorisch isch‰mische Attacke (TIA); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;B.2.1.M TIA, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;B.2.2.P Anteil TIA mit Stroke Unit Behandlung;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;C Geriatrische Fr¸hrehablitation; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;C.1 Geriatrische Fr¸hrehabilitation; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;C.1.1.F Geriatrische Fr¸hrehabilitation;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D Erkrankungen der Lunge; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;D.1 Lungenentz¸ndung (Pneumonie); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;D.1.1.M HD Pneumonie, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;D.1.2.M HD Pneumonie, Alter <20, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.1.3.M HD Pneumonie, Alter 20-44, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.1.4.M HD Pneumonie, Alter 45-64, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.1.5.M HD Pneumonie, Alter 65-84, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;D.1.6.M HD Pneumonie, Alter >84, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;D.1.7.M HD Pneumonie, Alter 1-19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.1.8.M HD Pneumonie, Alter >19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;D.2 Chronisch obstruktive Lungenkrankheit (COPD); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;D.2.1.M COPD (Alter >19), Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;D.2.2.M COPD (Alter >19) mit FEV1 <35%, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.2.3.M COPD (Alter >19) mit FEV1 35-49%, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;D.2.4.M COPD (Alter >19) mit FEV1 50-69%, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.2.5.M COPD (Alter >19) mit FEV1 >69%, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.2.6.P Anteil COPD (Alter >19) mit FEV1 n.n.bez.;0;0.335;NaN;0;0;0.384;NaN;0
Stiftung Krankenhaus Sanitas;D.2.6.M COPD (Alter >19) mit FEV1 n.n.bez., Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.3 Lungenkrebs; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;D.3.1.F Station‰re Behandlungen bei Lungenkrebs;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;D.4 Operationen an der Lunge; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;D.4.1.M Grˆssere Resektionen von Lunge oder Bronchien insgesamt, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.4.2.P Anteil Pneumonektomien bei Bronchialkarzinom;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.4.2.M Pneumonektomie bei Bronchialkarzinom, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;D.4.3.M Teilresektion der Lunge bei Bronchialkarzinom, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;E.1 Entfernung der Gallenblase (Cholezystektomie); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;E.1.1.M Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor, Mortalit‰t;0;0.001;0;51;0;0.001;0;71
Stiftung Krankenhaus Sanitas;E.1.2.P Anteil laparoskopische OP bei Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor;1;0.931;NaN;51;0.958;0.936;NaN;68
Stiftung Krankenhaus Sanitas;E.2 Hernienoperationen; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;E.2.1.M Herniotomie ohne OP am Darm, Mortalit‰t;0;0.001;0;327;0;0.001;0;310
Stiftung Krankenhaus Sanitas;E.2.2.M Herniotomie mit OP am Darm, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;E.3 Eingriffe an der Schilddr¸se; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;E.3.1.F Resektion der Schilddr¸se;NaN;NaN;NaN;33;NaN;NaN;NaN;29
Stiftung Krankenhaus Sanitas;E.3.2.P Anteil Beatmungsf‰lle >95 h bei Resektion der Schilddr¸se;0;0.003;NaN;0;0;0.003;NaN;0
Stiftung Krankenhaus Sanitas;E.3.3.F Radiojodtherapie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;E.4.1.M Kolorektale Resektionen insgesamt, Mortalit‰t;0;0.03;0;19;0.105;0.037;2.8;19
Stiftung Krankenhaus Sanitas;E.4.2.M Kolonresektionen bei kolorektalem Karzinom ohne komplizierende Diagnose, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;E.4.3.M Kolonresektionen bei kolorektalem Karzinom mit komplizierender Diagnose, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;E.4.4.M Rektumresektionen bei kolorektalem Karzinom, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;E.4.5.M Kolorektale Resektionen, bei Divertikel ohne Abszess/Perforation, Mortalit‰t;NaN;NaN;NaN;<10;0.1;0.002;46;10
Stiftung Krankenhaus Sanitas;E.4.6.M Kolorektale Resektionen, bei Divertikel mit Abszess/Perforation, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;E.4.7.M Kolorektale Resektionen bei Darmisch‰mie, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;E.4.8.F Kolorektale Resektionen bei anderer Diagnose;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;E.5 Operationen am Magen; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;E.5.1.F Magenresektionen insgesamt;NaN;NaN;NaN;<10;NaN;NaN;NaN;15
Stiftung Krankenhaus Sanitas;E.5.2.M Magenresektionen (ohne ÷sophaguseingriff) bei Magenkarzinom, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;E.5.3.M Magenresektionen mit komplexem Eingriff am ÷sophagus, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;E.6 Operationen am ÷sophagus; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;E.6.1.M Komplexe Eingriffe am ÷sophagus, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;E.7 Operationen am Pankreas; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;E.7.1.M Pankreasresektionen insgesamt (ohne Transplantation, Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;F Operationen an Gef‰ssen; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;F.1 Extrakranielle Gef‰ssoperationen; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;F.1.1.M Extrakranielle Gef‰ss≠OP, Mortalit‰t;0;0.003;0;14;0;0.001;0;17
Stiftung Krankenhaus Sanitas;F.1.2.M Perkutane Stentimplantation in extrakranielle Gef‰sse, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;F.1.3.F Weitere extrakranielle Gef‰ss≠OP bei OP an Herz oder Aorta;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;F.2.1.F OP an der Aorta insgesamt;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.2.2.M Offene abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.2.3.M Endovaskul‰re abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;F.2.4.F OP bei thorakalem oder thorakoabdominalem Aneurysma (ohne Aortenklappe);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;F.2.5.M Aortenaneurysma rupturiert, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.3 Operationen an Becken≠/Beinarterien; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;F.3.1.F OP an Becken≠/Beinarterien insgesamt;NaN;NaN;NaN;19;NaN;NaN;NaN;19
Stiftung Krankenhaus Sanitas;F.3.2.M OP an Becken≠/Beinarterien bei Claudicatio, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.3.3.M OP an Becken≠/Beinarterien bei Ruheschmerz, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.3.4.M OP an Becken≠/Beinarterien bei Ulzeration oder Gangr‰n, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.3.5.M OP an Becken≠/Beinarterien bei arterieller Embolie/Thrombose, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.3.6.M OP an Becken≠/Beinarterien bei Komplikationen durch Prothesen/Implantate, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.3.7.M OP an Becken≠/Beinarterien bei Aneurysma/Dissektion, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.3.8.F OP an Becken≠/Beinarterien kombiniert mit Aorten≠OP;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.3.9.F OP an Becken≠/Beinarterien bei anderen komplexen Diagnosen;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.4 Amputationen; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;F.4.1.M Amputation im Fussbereich, kein Trauma, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;F.4.2.M Amputation untere Extremit‰t, kein Trauma, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;G Geburtshilfe und Frauenheilkunde; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;G.1 Geburten; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;G.1.1.F Station‰re Geburten;NaN;NaN;NaN;627;NaN;NaN;NaN;562
Stiftung Krankenhaus Sanitas;G.1.1.P Anteil Todesfall der Mutter bei station‰ren Geburten;0;0;NaN;0;0;0;NaN;0
Stiftung Krankenhaus Sanitas;G.1.2.P Anteil vaginale Geburten mit Dammriss 3. und 4. Grades;0.045;0.029;NaN;17;0.037;0.031;NaN;12
Stiftung Krankenhaus Sanitas;G.1.3.P Anteil vaginale Geburten mit Episiotomie;0.147;0.289;NaN;55;0.167;0.279;NaN;54
Stiftung Krankenhaus Sanitas;G.1.4.P Anteil Kaiserschnitt (Sectio);0.404;0.325;NaN;253;0.423;0.326;NaN;238
Stiftung Krankenhaus Sanitas;G.2 Neugeborene; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;G.2.1.F Neugeborene <1250 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;G.2.2.F Neugeborene <1250 g, Zuverlegungen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;G.2.3.F Neugeborene <500 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;G.2.4.F Neugeborene 500-749 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;G.2.5.F Neugeborene 750-999 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;G.2.6.F Neugeborene 1000-1249 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;G.2.7.F Neugeborene 1250-1499 g;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;G.2.8.F Neugeborene 1500-2499 g;NaN;NaN;NaN;19;NaN;NaN;NaN;20
Stiftung Krankenhaus Sanitas;G.2.9.F Neugeborene >2499 g oder ohne Gewichtsangabe;NaN;NaN;NaN;618;NaN;NaN;NaN;556
Stiftung Krankenhaus Sanitas;G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;G.3.1.M Hysterektomie bei gutartigen Erkrankungen, Mortalit‰t;0;0;0;106;0;0;0;112
Stiftung Krankenhaus Sanitas;G.3.2.P Anteil laparoskopische/vaginale OP bei Hysterektomien, ohne Plastik;0.684;0.73;NaN;67;0.523;0.718;NaN;56
Stiftung Krankenhaus Sanitas;G.4 Brustkrebs; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;G.4.1.F Station‰re Behandlungen bei Brustkrebs;NaN;NaN;NaN;60;NaN;NaN;NaN;68
Stiftung Krankenhaus Sanitas;G.5 Eingriffe an der Brust; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;G.5.1.F Eingriffe an der Brust insgesamt (Mammaresektionen und ≠plastiken);NaN;NaN;NaN;99;NaN;NaN;NaN;131
Stiftung Krankenhaus Sanitas;G.5.2.F Resektionen der Mamma bei Brustkrebs;NaN;NaN;NaN;45;NaN;NaN;NaN;59
Stiftung Krankenhaus Sanitas;G.5.3.P Anteil brusterhaltende Resektionen bei Brustkrebs;0.844;0.674;NaN;38;0.661;0.692;NaN;39
Stiftung Krankenhaus Sanitas;H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;H.1 Entfernung der Niere (Nephrektomie); ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;H.1.1.M Vollst‰ndige Nephrektomie, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;H.1.2.P Anteil laparoskopische OP bei vollst‰ndiger Nephrektomie;0;0.212;NaN;0;NaN;NaN;NaN;0
Stiftung Krankenhaus Sanitas;H.1.3.P Anteil partielle Nephrektomie;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;H.1.3.M Partielle Nephrektomie, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Stiftung Krankenhaus Sanitas;H.1.4.P Anteil laparoskopische OP bei partieller Nephrektomie;0;0.169;NaN;0;0;0.205;NaN;0
Stiftung Krankenhaus Sanitas;H.2 Nierensteine; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;H.2.1.F HD Nierensteine;NaN;NaN;NaN;37;NaN;NaN;NaN;44
Stiftung Krankenhaus Sanitas;H.2.2.P Anteil Intervention zur Steinentfernung bei HD Nierensteine;0.486;0.434;NaN;18;0.659;0.44;NaN;29
Stiftung Krankenhaus Sanitas;H.3 Eingriffe an der Harnblase; ; ; ; ; ; ; ; 
Stiftung Krankenhaus Sanitas;H.3.1.F HD Malignom der Blase;NaN;NaN;NaN;104;NaN;NaN;NaN;125
Stiftung Krankenhaus Sanitas;H.3.2.F TUR der Blase insgesamt;NaN;NaN;NaN;121;NaN;NaN;NaN;135
Stiftung Krankenhaus Sanitas;H.3.3.F TUR der Blase bei Malignom;NaN;NaN;NaN;95;NaN;NaN;NaN;116
