hospital_indicator,observed_rate_2013,expected_rate_2013,SMR_2013,number_of_cases_2013
Clinique GEnErale - Ste≠Anne SA G.2.8.F,,,,0
Clinique GEnErale - Ste≠Anne SA G.2.9.F,,,,0
Clinique GEnErale - Ste≠Anne SA G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Clinique GEnErale - Ste≠Anne SA G.3.1.M,0,0,,52
Clinique GEnErale - Ste≠Anne SA G.3.2.P,0.788,0.758,,41
Clinique GEnErale - Ste≠Anne SA G.3.3.P,,,,5
Clinique GEnErale - Ste≠Anne SA G.3.4.P,0.722,0.306,,13
Clinique GEnErale - Ste≠Anne SA G.4 Cancer du sein, , , , 
Clinique GEnErale - Ste≠Anne SA G.4.1.F,,,,66
Clinique GEnErale - Ste≠Anne SA G.5 Interventions sur le sein, , , , 
Clinique GEnErale - Ste≠Anne SA G.5.1.F,,,,72
Clinique GEnErale - Ste≠Anne SA G.5.2.F,,,,64
Clinique GEnErale - Ste≠Anne SA G.5.3.P,0.781,0.736,,50
Clinique GEnErale - Ste≠Anne SA H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Clinique GEnErale - Ste≠Anne SA H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Clinique GEnErale - Ste≠Anne SA H.1.1.M,,,,0
Clinique GEnErale - Ste≠Anne SA H.1.2.P,,,,0
Clinique GEnErale - Ste≠Anne SA H.1.3.M,,,,0
Clinique GEnErale - Ste≠Anne SA H.1.4.P,,,,0
Clinique GEnErale - Ste≠Anne SA H.1.5.P,,,,0
Clinique GEnErale - Ste≠Anne SA H.2 Calculs rEnaux, , , , 
Clinique GEnErale - Ste≠Anne SA H.2.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA H.2.2.P,,,,0
Clinique GEnErale - Ste≠Anne SA H.3 OpErations de la vessie, , , , 
Clinique GEnErale - Ste≠Anne SA H.3.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA H.3.2.F,,,,0
Clinique GEnErale - Ste≠Anne SA H.3.3.F,,,,0
Clinique GEnErale - Ste≠Anne SA H.3.4.P,,,,0
Clinique GEnErale - Ste≠Anne SA H.3.5.M,,,,0
Clinique GEnErale - Ste≠Anne SA H.3.6.M,,,,0
Clinique GEnErale - Ste≠Anne SA H.4 REsection prostatique transurEtrale (TURP), , , , 
Clinique GEnErale - Ste≠Anne SA H.4.1.M,,,,0
Clinique GEnErale - Ste≠Anne SA H.5 Carcinome de la prostate, , , , 
Clinique GEnErale - Ste≠Anne SA H.5.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA H.5.2.M,,,,0
Clinique GEnErale - Ste≠Anne SA I Affections orthopEdiques et traumatologiques, , , , 
"Clinique GEnErale - Ste≠Anne SA I.1 Remplacement de líarticulation, endoprothËse", , , , 
Clinique GEnErale - Ste≠Anne SA I.1.1.M,0,0.001,0,217
Clinique GEnErale - Ste≠Anne SA I.1.2.M,0,0.006,0,55
Clinique GEnErale - Ste≠Anne SA I.1.3.M,0,0.001,0,289
Clinique GEnErale - Ste≠Anne SA I.1.4.M,0,0.002,0,44
Clinique GEnErale - Ste≠Anne SA I.1.5.M,,,,0
Clinique GEnErale - Ste≠Anne SA I.1.6.M,0,0,,69
Clinique GEnErale - Ste≠Anne SA I.1.7.M,,,,6
Clinique GEnErale - Ste≠Anne SA I.2 OpErations de la colonne vertEbrale, , , , 
Clinique GEnErale - Ste≠Anne SA I.2.1.F,,,,292
Clinique GEnErale - Ste≠Anne SA I.2.2.M,0,0,0,147
Clinique GEnErale - Ste≠Anne SA I.3 Fractures mEtaphysaires de la hanche, , , , 
Clinique GEnErale - Ste≠Anne SA I.3.1.M,,,,4
Clinique GEnErale - Ste≠Anne SA I.3.2.M,,,,0
Clinique GEnErale - Ste≠Anne SA I.3.3.M,,,,0
Clinique GEnErale - Ste≠Anne SA I.3.4.M,,,,2
Clinique GEnErale - Ste≠Anne SA I.3.5.M,,,,1
Clinique GEnErale - Ste≠Anne SA I.3.6.M,,,,1
Clinique GEnErale - Ste≠Anne SA I.3.7.M,,,,0
Clinique GEnErale - Ste≠Anne SA I.3.8.M,,,,3
"Clinique GEnErale - Ste≠Anne SA J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
Clinique GEnErale - Ste≠Anne SA J.1 Respiration artificielle, , , , 
Clinique GEnErale - Ste≠Anne SA J.1.1.M,,,,0
Clinique GEnErale - Ste≠Anne SA J.1.2.S,,,,0
Clinique GEnErale - Ste≠Anne SA J.1.3.P,,,,0
Clinique GEnErale - Ste≠Anne SA J.2 Etats septiques, , , , 
Clinique GEnErale - Ste≠Anne SA J.2.1.M,,,,0
Clinique GEnErale - Ste≠Anne SA K Affections de la peau, , , , 
Clinique GEnErale - Ste≠Anne SA K.1 Affections de la peau, , , , 
Clinique GEnErale - Ste≠Anne SA K.1.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA K.1.2.F,,,,0
Clinique GEnErale - Ste≠Anne SA K.1.3.F,,,,0
Clinique GEnErale - Ste≠Anne SA L Transplantations, , , , 
Clinique GEnErale - Ste≠Anne SA L.1 Transplantations cardiaques, , , , 
Clinique GEnErale - Ste≠Anne SA L.1.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.1.2.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.1.3.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.2 Transplantations pulmonaires, , , , 
Clinique GEnErale - Ste≠Anne SA L.2.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.2.2.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.3 Transplantations hEpatiques, , , , 
Clinique GEnErale - Ste≠Anne SA L.3.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.3.2.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.3.3.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.3.4.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.4 Transplantations du pancrEas, , , , 
Clinique GEnErale - Ste≠Anne SA L.4.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.5 Transplantations rEnales, , , , 
Clinique GEnErale - Ste≠Anne SA L.5.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.5.2.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.5.3.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.5.4.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.5.5.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.6 Transplantations/transfusions de cellules souches, , , , 
Clinique GEnErale - Ste≠Anne SA L.6.1.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.6.2.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.6.3.F,,,,0
Clinique GEnErale - Ste≠Anne SA L.6.4.F,,,,...
Clinique GEnErale - Ste≠Anne SA L.6.5.F,,,,...
Clinique GEnErale - Ste≠Anne SA L.6.6.F,,,,-
Clinique GEnErale - Ste≠Anne SA L.6.7.F,,,,-
Clinique GEnErale - Ste≠Anne SA Z Informations supplEmentaires, , , , 
Clinique GEnErale - Ste≠Anne SA Z.1 DurEe de sEjour, , , , 
Clinique GEnErale - Ste≠Anne SA A.1.1.X,,,,0
Clinique GEnErale - Ste≠Anne SA B.1.7.X,,,,0
Clinique GEnErale - Ste≠Anne SA E.1.1.X,2.7,,,12
Clinique GEnErale - Ste≠Anne SA E.2.1.X,2.6,,,40
Clinique GEnErale - Ste≠Anne SA F.1.1.X,,,,0
Clinique GEnErale - Ste≠Anne SA G.3.1.X,4.5,,,52
Clinique GEnErale - Ste≠Anne SA H.4.1.X,,,,0
Clinique GEnErale - Ste≠Anne SA I.1.1.X,7.4,,,217
Clinique GEnErale - Ste≠Anne SA I.1.3.X,7.3,,,289
Clinique GEnErale - Ste≠Anne SA Z.1.1.X,2,,,66
institution indicator,taux observE 2013,taux attendu 2013,SMR 2013,nombre de cas 2013
Clinique Bois ­Cerf SA A Maladies cardiaques, , , , 
Clinique Bois ­Cerf SA A.1 Infarctus du myocarde, , , , 
Clinique Bois ­Cerf SA A.1.1.M,,,,3
Clinique Bois ­Cerf SA A.1.2.M,,,,0
Clinique Bois ­Cerf SA A.1.3.M,,,,0
Clinique Bois ­Cerf SA A.1.4.M,,,,2
Clinique Bois ­Cerf SA A.1.5.M,,,,1
Clinique Bois ­Cerf SA A.1.6.P,0,0.614,,0
Clinique Bois ­Cerf SA A.1.7.M,,,,1
Clinique Bois ­Cerf SA A.1.8.M,,,,2
Clinique Bois ­Cerf SA A.1.9.P,0,0.023,,0
Clinique Bois ­Cerf SA A.1.10.M,,,,1
Clinique Bois ­Cerf SA A.1.11.M,,,,2
Clinique Bois ­Cerf SA A.2 Insuffisance cardiaque, , , , 
Clinique Bois ­Cerf SA A.2.1.M,0.077,0.105,0.7,13
Clinique Bois ­Cerf SA A.2.2.M,,,,0
Clinique Bois ­Cerf SA A.2.3.M,,,,0
Clinique Bois ­Cerf SA A.2.4.M,,,,5
Clinique Bois ­Cerf SA A.2.5.M,,,,8
Clinique Bois ­Cerf SA A.2.6.P,,,,2
Clinique Bois ­Cerf SA A.3 CathEtErisme cardiaque, , , , 
Clinique Bois ­Cerf SA A.3.1.F,,,,2
Clinique Bois ­Cerf SA A.3.2.M,,,,0
Clinique Bois ­Cerf SA A.3.4.M,,,,1
Clinique Bois ­Cerf SA A.3.5.M,,,,1
Clinique Bois ­Cerf SA A.3.5.P,,,,1
Clinique Bois ­Cerf SA A.3.6.F,,,,0
Clinique Bois ­Cerf SA A.4 Troubles du rythme cardiaque, , , , 
Clinique Bois ­Cerf SA A.4.1.F,,,,2
Clinique Bois ­Cerf SA A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Clinique Bois ­Cerf SA A.5.1.F,,,,1
Clinique Bois ­Cerf SA A.5.2.F,,,,0
Clinique Bois ­Cerf SA A.6 Traitement par ablation, , , , 
Clinique Bois ­Cerf SA A.6.1.F,,,,0
Clinique Bois ­Cerf SA A.6.2.F,,,,0
Clinique Bois ­Cerf SA A.7 OpErations du cúur, , , , 
Clinique Bois ­Cerf SA A.7.1.F,,,,0
Clinique Bois ­Cerf SA A.7.2.F,,,,0
Clinique Bois ­Cerf SA A.7.3.F,,,,0
Clinique Bois ­Cerf SA A.7.4.F,,,,0
Clinique Bois ­Cerf SA A.7.5.F,,,,0
Clinique Bois ­Cerf SA A.7.6.F,,,,0
Clinique Bois ­Cerf SA A.7.7.M,,,,0
Clinique Bois ­Cerf SA A.7.8.M,,,,0
Clinique Bois ­Cerf SA A.7.9.M,,,,0
Clinique Bois ­Cerf SA A.7.10.M,,,,0
Clinique Bois ­Cerf SA A.7.11.M,,,,0
Clinique Bois ­Cerf SA A.7.12.M,,,,0
Clinique Bois ­Cerf SA A.7.13.M,,,,0
Clinique Bois ­Cerf SA A.7.14.M,,,,0
Clinique Bois ­Cerf SA A.7.15.M,,,,0
Clinique Bois ­Cerf SA A.7.16.M,,,,0
Clinique Bois ­Cerf SA A.7.17.M,,,,0
Clinique Bois ­Cerf SA A.7.18.P,,,,0
Clinique Bois ­Cerf SA A.7.19.M,,,,0
Clinique Bois ­Cerf SA A.7.20.M,,,,0
Clinique Bois ­Cerf SA A.7.21.P,,,,0
Clinique Bois ­Cerf SA A.7.22.P,,,,-
Clinique Bois ­Cerf SA B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Clinique Bois ­Cerf SA B.1.1.M,,,,1
Clinique Bois ­Cerf SA B.1.2.M,,,,0
Clinique Bois ­Cerf SA B.1.3.M,,,,0
Clinique Bois ­Cerf SA B.1.4.M,,,,0
Clinique Bois ­Cerf SA B.1.5.M,,,,1
Clinique Bois ­Cerf SA B.1.6.P,0,0.241,,0
Clinique Bois ­Cerf SA B.1.7.M,,,,1
Clinique Bois ­Cerf SA B.1.8.M,,,,1
Clinique Bois ­Cerf SA B.1.9.M,,,,0
Clinique Bois ­Cerf SA B.1.9.P,0,0.087,,0
Clinique Bois ­Cerf SA B.1.10.M,,,,0
Clinique Bois ­Cerf SA B.1.11.M,,,,0
Clinique Bois ­Cerf SA B.1.12.M,,,,0
Clinique Bois ­Cerf SA B.1.12.P,0,0.075,,0
Clinique Bois ­Cerf SA B.1.13.M,,,,0
Clinique Bois ­Cerf SA B.2 Accident ischEmique transitoire (AIT), , , , 
Clinique Bois ­Cerf SA B.2.1.M,,,,1
Clinique Bois ­Cerf SA B.2.2.P,0,0.138,,0
Clinique Bois ­Cerf SA C REEducation gEriatrique prEcoce, , , , 
Clinique Bois ­Cerf SA C.1 REEducation gEriatrique prEcoce, , , , 
Clinique Bois ­Cerf SA C.1.1.F,,,,0
Clinique Bois ­Cerf SA C.1.2.P,,,,0
Clinique Bois ­Cerf SA C.1.3.S,,,,0
Clinique Bois ­Cerf SA D Maladies pulmonaires, , , , 
Clinique Bois ­Cerf SA D.1 Pneumonie, , , , 
Clinique Bois ­Cerf SA D.1.1.M,0,0.065,0,25
Clinique Bois ­Cerf SA D.1.2.M,,,,0
Clinique Bois ­Cerf SA D.1.3.M,,,,0
Clinique Bois ­Cerf SA D.1.4.M,,,,4
Clinique Bois ­Cerf SA D.1.5.M,0,0.057,0,10
Clinique Bois ­Cerf SA D.1.6.M,0,0.085,0,11
Clinique Bois ­Cerf SA D.1.7.M,,,,0
Clinique Bois ­Cerf SA D.1.8.M,,,,4
Clinique Bois ­Cerf SA D.2 Broncho≠pneumopathie chronique obstructive (BPCO), , , , 
Clinique Bois ­Cerf SA D.2.1.M,,,,6
Clinique Bois ­Cerf SA D.2.2.M,,,,0
Clinique Bois ­Cerf SA D.2.3.M,,,,1
Clinique Bois ­Cerf SA D.2.4.M,,,,1
Clinique Bois ­Cerf SA D.2.5.M,,,,0
Clinique Bois ­Cerf SA D.2.6.M,,,,4
Clinique Bois ­Cerf SA D.2.6.P,,,,4
Clinique Bois ­Cerf SA D.3 Cancer du poumon (carcinome bronchique), , , , 
Clinique Bois ­Cerf SA D.3.1.F,,,,70
Clinique Bois ­Cerf SA D.4 OpErations du poumon, , , , 
Clinique Bois ­Cerf SA D.4.1.M,,,,0
Clinique Bois ­Cerf SA D.4.2.M,,,,0
Clinique Bois ­Cerf SA D.4.2.P,,,,0
Clinique Bois ­Cerf SA D.4.3.M,,,,0
Clinique Bois ­Cerf SA D.4.4.P,,,,0
Clinique Bois ­Cerf SA D.4.5.M,,,,0
Clinique Bois ­Cerf SA E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Clinique Bois ­Cerf SA E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Clinique Bois ­Cerf SA E.1.1.M,,,,0
Clinique Bois ­Cerf SA E.1.2.P,,,,0
Clinique Bois ­Cerf SA E.2 REparations de hernie, , , , 
Clinique Bois ­Cerf SA E.2.1.M,,,,7
Clinique Bois ­Cerf SA E.2.2.M,,,,0
Clinique Bois ­Cerf SA E.2.3.P,0,0.223,,0
Clinique Bois ­Cerf SA E.2.4.P,,,,4
Clinique Bois ­Cerf SA E.3 OpErations de la thyroÔde, , , , 
Clinique Bois ­Cerf SA E.3.1.F,,,,1
Clinique Bois ­Cerf SA E.3.2.P,0,0.008,,0
Clinique Bois ­Cerf SA E.3.3.F,,,,0
Clinique Bois ­Cerf SA E.4 Maladies du cÙlon et du rectum (opErations colorectales), , , , 
Clinique Bois ­Cerf SA E.4.1.M,,,,1
Clinique Bois ­Cerf SA E.4.2.M,,,,0
Clinique Bois ­Cerf SA E.4.3.M,,,,0
Clinique Bois ­Cerf SA E.4.4.M,,,,0
Clinique Bois ­Cerf SA E.4.5.M,,,,0
Clinique Bois ­Cerf SA E.4.6.M,,,,0
Clinique Bois ­Cerf SA E.4.7.M,,,,0
Clinique Bois ­Cerf SA E.4.8.F,,,,1
Clinique Bois ­Cerf SA E.4.11.F,,,,20
Clinique Bois ­Cerf SA E.4.12.F,,,,4
Clinique Bois ­Cerf SA E.4.13.M,,,,0
Clinique Bois ­Cerf SA E.4.14.P,,,,0
Clinique Bois ­Cerf SA E.5 OpErations de líestomac, , , , 
Clinique Bois ­Cerf SA E.5.1.F,,,,0
Clinique Bois ­Cerf SA E.5.2.M,,,,0
Clinique Bois ­Cerf SA E.5.3.M,,,,0
Clinique Bois ­Cerf SA E.5.4.F,,,,3
Clinique Bois ­Cerf SA E.5.5.M,,,,0
Clinique Bois ­Cerf SA E.6 OpErations de líúsophage, , , , 
Clinique Bois ­Cerf SA E.6.1.M,,,,0
Clinique Bois ­Cerf SA E.7 OpErations du pancrEas, , , , 
Clinique Bois ­Cerf SA E.7.1.M,,,,0
Clinique Bois ­Cerf SA F Affections des vaisseaux, , , , 
Clinique Bois ­Cerf SA F.1 OpErations des artËres cErEbrales, , , , 
Clinique Bois ­Cerf SA F.1.1.M,,,,0
Clinique Bois ­Cerf SA F.1.2.M,,,,0
Clinique Bois ­Cerf SA F.1.3.F,,,,0
Clinique Bois ­Cerf SA F.1.4.F,,,,0
Clinique Bois ­Cerf SA F.2 Dilatation de líaorte (anEvrisme de líaorte), , , , 
Clinique Bois ­Cerf SA F.2.1.F,,,,0
Clinique Bois ­Cerf SA F.2.1.F,,,,0
Clinique Bois ­Cerf SA F.2.2.M,,,,0
Clinique Bois ­Cerf SA F.2.3.M,,,,0
Clinique Bois ­Cerf SA F.2.4.F,,,,0
Clinique Bois ­Cerf SA F.2.5.M,,,,0
Clinique Bois ­Cerf SA F.3 OpErations des artËres du bassin et des jambes, , , , 
Clinique Bois ­Cerf SA F.3.1.F,,,,0
Clinique Bois ­Cerf SA F.3.2.M,,,,0
Clinique Bois ­Cerf SA F.3.3.M,,,,0
Clinique Bois ­Cerf SA F.3.4.M,,,,0
Clinique Bois ­Cerf SA F.3.5.M,,,,0
Clinique Bois ­Cerf SA F.3.6.M,,,,0
Clinique Bois ­Cerf SA F.3.7.M,,,,0
Clinique Bois ­Cerf SA F.3.8.F,,,,0
Clinique Bois ­Cerf SA F.3.9.F,,,,0
Clinique Bois ­Cerf SA F.4 Amputations, , , , 
Clinique Bois ­Cerf SA F.4.1.M,,,,1
Clinique Bois ­Cerf SA F.4.2.M,,,,2
Clinique Bois ­Cerf SA F.5 Angioplasties transluminales percutanEes (ATP), , , , 
Clinique Bois ­Cerf SA F.5.1.F,,,,0
Clinique Bois ­Cerf SA F.5.2.F,,,,0
Clinique Bois ­Cerf SA F.5.3.F,,,,0
Clinique Bois ­Cerf SA F.5.4.F,,,,0
Clinique Bois ­Cerf SA F.5.5.F,,,,0
Clinique Bois ­Cerf SA F.5.6.F,,,,0
Clinique Bois ­Cerf SA F.5.7.F,,,,0
Clinique Bois ­Cerf SA G GynEcologie et obstEtrique, , , , 
Clinique Bois ­Cerf SA G.1 Accouchements, , , , 
Clinique Bois ­Cerf SA G.1.1.F,,,,0
Clinique Bois ­Cerf SA G.1.1.P,,,,0
Clinique Bois ­Cerf SA G.1.2.P,,,,0
Clinique Bois ­Cerf SA G.1.3.P,,,,0
Clinique Bois ­Cerf SA G.1.4.P,,,,0
Clinique Bois ­Cerf SA G.2 Nouveau≠nEs, , , , 
Clinique Bois ­Cerf SA G.2.1.F,,,,0
Clinique Bois ­Cerf SA G.2.2.F,,,,0
Clinique Bois ­Cerf SA G.2.3.F,,,,0
Clinique Bois ­Cerf SA G.2.4.F,,,,0
Clinique Bois ­Cerf SA G.2.5.F,,,,0
Clinique Bois ­Cerf SA G.2.6.F,,,,0
Clinique Bois ­Cerf SA G.2.7.F,,,,0
Clinique Bois ­Cerf SA G.2.8.F,,,,0
Clinique Bois ­Cerf SA G.2.9.F,,,,0
Clinique Bois ­Cerf SA G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Clinique Bois ­Cerf SA G.3.1.M,,,,1
Clinique Bois ­Cerf SA G.3.2.P,,,,1
Clinique Bois ­Cerf SA G.3.3.P,,,,1
Clinique Bois ­Cerf SA G.3.4.P,,,,0
Clinique Bois ­Cerf SA G.4 Cancer du sein, , , , 
Clinique Bois ­Cerf SA G.4.1.F,,,,68
Clinique Bois ­Cerf SA G.5 Interventions sur le sein, , , , 
Clinique Bois ­Cerf SA G.5.1.F,,,,16
Clinique Bois ­Cerf SA G.5.2.F,,,,0
Clinique Bois ­Cerf SA G.5.3.P,,,,0
Clinique Bois ­Cerf SA H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Clinique Bois ­Cerf SA H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Clinique Bois ­Cerf SA H.1.1.M,,,,0
Clinique Bois ­Cerf SA H.1.2.P,,,,0
Clinique Bois ­Cerf SA H.1.3.M,,,,0
Clinique Bois ­Cerf SA H.1.4.P,,,,0
Clinique Bois ­Cerf SA H.1.5.P,,,,0
Clinique Bois ­Cerf SA H.2 Calculs rEnaux, , , , 
Clinique Bois ­Cerf SA H.2.1.F,,,,173
Clinique Bois ­Cerf SA H.2.2.P,0.977,0.481,,169
Clinique Bois ­Cerf SA H.3 OpErations de la vessie, , , , 
Clinique Bois ­Cerf SA H.3.1.F,,,,0
Clinique Bois ­Cerf SA H.3.2.F,,,,1
Clinique Bois ­Cerf SA H.3.3.F,,,,0
Clinique Bois ­Cerf SA H.3.4.P,,,,0
Clinique Bois ­Cerf SA H.3.5.M,,,,0
Clinique Bois ­Cerf SA H.3.6.M,,,,0
Clinique Bois ­Cerf SA H.4 REsection prostatique transurEtrale (TURP), , , , 
Clinique Bois ­Cerf SA H.4.1.M,,,,1
Clinique Bois ­Cerf SA H.5 Carcinome de la prostate, , , , 
Clinique Bois ­Cerf SA H.5.1.F,,,,24
Clinique Bois ­Cerf SA H.5.2.M,,,,0
Clinique Bois ­Cerf SA I Affections orthopEdiques et traumatologiques, , , , 
"Clinique Bois ­Cerf SA I.1 Remplacement de líarticulation, endoprothËse", , , , 
Clinique Bois ­Cerf SA I.1.1.M,0,0.001,0,172
Clinique Bois ­Cerf SA I.1.2.M,0,0.008,0,17
Clinique Bois ­Cerf SA I.1.3.M,0,0.001,0,178
Clinique Bois ­Cerf SA I.1.4.M,0,0.006,0,15
Clinique Bois ­Cerf SA I.1.5.M,,,,2
Clinique Bois ­Cerf SA I.1.6.M,0,0,,35
Clinique Bois ­Cerf SA I.1.7.M,,,,6
Clinique Bois ­Cerf SA I.2 OpErations de la colonne vertEbrale, , , , 
Clinique Bois ­Cerf SA I.2.1.F,,,,152
Clinique Bois ­Cerf SA I.2.2.M,0,0,0,28
Clinique Bois ­Cerf SA I.3 Fractures mEtaphysaires de la hanche, , , , 
Clinique Bois ­Cerf SA I.3.1.M,,,,8
Clinique Bois ­Cerf SA I.3.2.M,,,,4
Clinique Bois ­Cerf SA I.3.3.M,,,,1
Clinique Bois ­Cerf SA I.3.4.M,,,,1
Clinique Bois ­Cerf SA I.3.5.M,,,,1
Clinique Bois ­Cerf SA I.3.6.M,,,,1
Clinique Bois ­Cerf SA I.3.7.M,,,,0
Clinique Bois ­Cerf SA I.3.8.M,,,,1
"Clinique Bois ­Cerf SA J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
Clinique Bois ­Cerf SA J.1 Respiration artificielle, , , , 
Clinique Bois ­Cerf SA J.1.1.M,,,,0
Clinique Bois ­Cerf SA J.1.2.S,,,,0
Clinique Bois ­Cerf SA J.1.3.P,,,,0
Clinique Bois ­Cerf SA J.2 Etats septiques, , , , 
Clinique Bois ­Cerf SA J.2.1.M,0,0.125,0,10
Clinique Bois ­Cerf SA K Affections de la peau, , , , 
Clinique Bois ­Cerf SA K.1 Affections de la peau, , , , 
Clinique Bois ­Cerf SA K.1.1.F,,,,1
Clinique Bois ­Cerf SA K.1.2.F,,,,1
Clinique Bois ­Cerf SA K.1.3.F,,,,0
Clinique Bois ­Cerf SA L Transplantations, , , , 
Clinique Bois ­Cerf SA L.1 Transplantations cardiaques, , , , 
Clinique Bois ­Cerf SA L.1.1.F,,,,0
Clinique Bois ­Cerf SA L.1.2.F,,,,0
Clinique Bois ­Cerf SA L.1.3.F,,,,0
Clinique Bois ­Cerf SA L.2 Transplantations pulmonaires, , , , 
Clinique Bois ­Cerf SA L.2.1.F,,,,0
Clinique Bois ­Cerf SA L.2.2.F,,,,0
Clinique Bois ­Cerf SA L.3 Transplantations hEpatiques, , , , 
Clinique Bois ­Cerf SA L.3.1.F,,,,0
Clinique Bois ­Cerf SA L.3.2.F,,,,0
Clinique Bois ­Cerf SA L.3.3.F,,,,0
Clinique Bois ­Cerf SA L.3.4.F,,,,0
Clinique Bois ­Cerf SA L.4 Transplantations du pancrEas, , , , 
Clinique Bois ­Cerf SA L.4.1.F,,,,0
Clinique Bois ­Cerf SA L.5 Transplantations rEnales, , , , 
Clinique Bois ­Cerf SA L.5.1.F,,,,0
Clinique Bois ­Cerf SA L.5.2.F,,,,0
Clinique Bois ­Cerf SA L.5.3.F,,,,0
Clinique Bois ­Cerf SA L.5.4.F,,,,0
Clinique Bois ­Cerf SA L.5.5.F,,,,0
Clinique Bois ­Cerf SA L.6 Transplantations/transfusions de cellules souches, , , , 
Clinique Bois ­Cerf SA L.6.1.F,,,,0
Clinique Bois ­Cerf SA L.6.2.F,,,,0
Clinique Bois ­Cerf SA L.6.3.F,,,,0
Clinique Bois ­Cerf SA L.6.4.F,,,,...
Clinique Bois ­Cerf SA L.6.5.F,,,,...
Clinique Bois ­Cerf SA L.6.6.F,,,,-
Clinique Bois ­Cerf SA L.6.7.F,,,,-
Clinique Bois ­Cerf SA Z Informations supplEmentaires, , , , 
Clinique Bois ­Cerf SA Z.1 DurEe de sEjour, , , , 
Clinique Bois ­Cerf SA A.1.1.X,,,,3
Clinique Bois ­Cerf SA B.1.7.X,,,,1
Clinique Bois ­Cerf SA E.1.1.X,,,,0
Clinique Bois ­Cerf SA E.2.1.X,,,,7
Clinique Bois ­Cerf SA F.1.1.X,,,,0
Clinique Bois ­Cerf SA G.3.1.X,,,,1
Clinique Bois ­Cerf SA H.4.1.X,,,,1
Clinique Bois ­Cerf SA I.1.1.X,9,,,172
Clinique Bois ­Cerf SA I.1.3.X,9.9,,,178
Clinique Bois ­Cerf SA Z.1.1.X,1.4,,,12
Institution Indikator,beobachtete Rate 2013,erwartete Rate 2013,SMR 2013,Fallzahl 2013
Privatklinik Obach A Erkrankungen des Herzens, , , , 
Privatklinik Obach A.1 Herzinfarkt, , , , 
Privatklinik Obach A.1.1.M,,,,0
Privatklinik Obach A.1.2.M,,,,0
Privatklinik Obach A.1.3.M,,,,0
Privatklinik Obach A.1.4.M,,,,0
Privatklinik Obach A.1.5.M,,,,0
Privatklinik Obach A.1.6.P,,,,0
Privatklinik Obach A.1.7.M,,,,0
Privatklinik Obach A.1.8.M,,,,0
Privatklinik Obach A.1.9.P,,,,0
Privatklinik Obach A.1.10.M,,,,0
Privatklinik Obach A.1.11.M,,,,0
Privatklinik Obach A.2 Herzinsuffizienz, , , , 
Privatklinik Obach A.2.1.M,,,,0
Privatklinik Obach A.2.2.M,,,,0
Privatklinik Obach A.2.3.M,,,,0
Privatklinik Obach A.2.4.M,,,,0
Privatklinik Obach A.2.5.M,,,,0
Privatklinik Obach A.2.6.P,,,,0
Privatklinik Obach A.3 Herzkatheter, , , , 
Privatklinik Obach A.3.1.F,,,,0
Privatklinik Obach A.3.2.M,,,,0
Privatklinik Obach A.3.4.M,,,,0
Privatklinik Obach A.3.5.M,,,,0
Privatklinik Obach A.3.5.P,,,,0
Privatklinik Obach A.3.6.F,,,,0
Privatklinik Obach A.4 Herzrhythmusstˆrungen, , , , 
Privatklinik Obach A.4.1.F,,,,0
Privatklinik Obach A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Privatklinik Obach A.5.1.F,,,,0
Privatklinik Obach A.5.2.F,,,,0
