hospital_indicator,observed_rate_2018,expected_rate_2018,SMR_2018,number_of_cases_2018
SMN - Clinique GEnErale-Ste-Anne A.7.28.M,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.12.M,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.13.M,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.14.M,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.15.M,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.16.M,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.17.M,,,,0
"SMN - Clinique GEnErale-Ste-Anne A.7.29.M OP des vaisseaux coronaires avec autre OP du cúur (‚ge >19), mortalitE",,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.18.P,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.21.P,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.22.P,,,,0
"SMN - Clinique GEnErale-Ste-Anne B Maladies du systËme nerveux, accident vasculaire cErEbral (attaque cErEbrale)", , , , 
SMN - Clinique GEnErale-Ste-Anne B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
SMN - Clinique GEnErale-Ste-Anne B.1.1.M,,,,1
SMN - Clinique GEnErale-Ste-Anne B.1.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.4.M,,,,1
SMN - Clinique GEnErale-Ste-Anne B.1.5.M,,,,0
"SMN - Clinique GEnErale-Ste-Anne B.1.19.P DP accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire, admissions directes, pourcentage",0,0.426,,0
"SMN - Clinique GEnErale-Ste-Anne B.1.20.P DP accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire, transfErE d'un autre hÙpital, pourcentage",,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.7.M,,,,1
SMN - Clinique GEnErale-Ste-Anne B.1.8.M,,,,1
SMN - Clinique GEnErale-Ste-Anne B.1.13.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.16.P,0,0.033,,0
SMN - Clinique GEnErale-Ste-Anne B.1.17.P,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.9.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.9.P,0,0.118,,0
SMN - Clinique GEnErale-Ste-Anne B.1.18.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.18.P,0,0.068,,0
SMN - Clinique GEnErale-Ste-Anne B.1.14.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.14.P,0,0.068,,0
SMN - Clinique GEnErale-Ste-Anne B.1.10.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.11.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.12.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.12.P,0,0.042,,0
SMN - Clinique GEnErale-Ste-Anne B.2 Accident ischEmique transitoire (AIT), , , , 
SMN - Clinique GEnErale-Ste-Anne B.2.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.2.2.P,,,,0
SMN - Clinique GEnErale-Ste-Anne B.3 Tumeurs malignes de l'encEphale ou des mEninges cErEbrales, , , , 
SMN - Clinique GEnErale-Ste-Anne B.3.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne B.3.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne B.4 Epilepsie, , , , 
SMN - Clinique GEnErale-Ste-Anne B.4.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne B.4.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne B.5 SclErose en plaques, , , , 
SMN - Clinique GEnErale-Ste-Anne B.5.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne C MEdecine gEriatrique, , , , 
SMN - Clinique GEnErale-Ste-Anne C.1 REEducation gEriatrique prEcoce, , , , 
SMN - Clinique GEnErale-Ste-Anne C.1.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne C.1.2.P,,,,0
SMN - Clinique GEnErale-Ste-Anne C.1.3.S,,,,0
SMN - Clinique GEnErale-Ste-Anne C.1.4.P,,,,0
SMN - Clinique GEnErale-Ste-Anne C.1.5.S,,,,0
SMN - Clinique GEnErale-Ste-Anne C.2 Malnutrition des personnes ‚gEes, , , , 
SMN - Clinique GEnErale-Ste-Anne C.2.1.P,0,0.021,,0
SMN - Clinique GEnErale-Ste-Anne C.2.2.P,,,,0
SMN - Clinique GEnErale-Ste-Anne D Maladies pulmonaires, , , , 
SMN - Clinique GEnErale-Ste-Anne D.1 Pneumonie, , , , 
SMN - Clinique GEnErale-Ste-Anne D.1.1.M,,,,2
SMN - Clinique GEnErale-Ste-Anne D.1.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.1.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.1.4.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.1.5.M,,,,1
SMN - Clinique GEnErale-Ste-Anne D.1.6.M,,,,1
SMN - Clinique GEnErale-Ste-Anne D.1.7.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.1.8.M,,,,2
SMN - Clinique GEnErale-Ste-Anne D.1.9.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.1.10.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.1.11.M,,,,1
SMN - Clinique GEnErale-Ste-Anne D.1.12.M,,,,1
SMN - Clinique GEnErale-Ste-Anne D.1.13.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.2 Broncho≠pneumopathie chronique obstructive (BPCO), , , , 
SMN - Clinique GEnErale-Ste-Anne D.2.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.2.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.2.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.2.4.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.2.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.2.6.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.2.6.P,,,,0
SMN - Clinique GEnErale-Ste-Anne D.3 Cancer du poumon (carcinome bronchique), , , , 
SMN - Clinique GEnErale-Ste-Anne D.3.1.F,,,,5
SMN - Clinique GEnErale-Ste-Anne D.4 OpErations du poumon, , , , 
SMN - Clinique GEnErale-Ste-Anne D.4.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.4.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.4.2.P,,,,0
SMN - Clinique GEnErale-Ste-Anne D.4.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne D.4.4.P,,,,0
SMN - Clinique GEnErale-Ste-Anne D.4.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E Maladies des organes abdominaux, , , , 
SMN - Clinique GEnErale-Ste-Anne E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
SMN - Clinique GEnErale-Ste-Anne E.1.1.M,0,0,0,32
SMN - Clinique GEnErale-Ste-Anne E.1.2.P,1,0.969,,32
SMN - Clinique GEnErale-Ste-Anne E.2 REparations de hernie, , , , 
SMN - Clinique GEnErale-Ste-Anne E.2.1.M,0,0.001,0,79
SMN - Clinique GEnErale-Ste-Anne E.2.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.2.3.P,,,,0
SMN - Clinique GEnErale-Ste-Anne E.2.4.P,0.745,0.981,,38
SMN - Clinique GEnErale-Ste-Anne E.3 OpErations de la thyroÔde, , , , 
SMN - Clinique GEnErale-Ste-Anne E.3.1.F,,,,3
SMN - Clinique GEnErale-Ste-Anne E.3.2.P,0,0.003,,0
SMN - Clinique GEnErale-Ste-Anne E.3.4.F,,,,1
SMN - Clinique GEnErale-Ste-Anne E.3.5.F,,,,2
SMN - Clinique GEnErale-Ste-Anne E.3.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne E.4 Maladies du cÙlon et du rectum, , , , 
SMN - Clinique GEnErale-Ste-Anne E.4.11.F,,,,2
SMN - Clinique GEnErale-Ste-Anne E.4.12.F,,,,5
SMN - Clinique GEnErale-Ste-Anne E.4.1.M,,,,4
SMN - Clinique GEnErale-Ste-Anne E.4.2.M,,,,1
SMN - Clinique GEnErale-Ste-Anne E.4.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.4.4.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.4.5.M,,,,1
SMN - Clinique GEnErale-Ste-Anne E.4.6.M,,,,1
SMN - Clinique GEnErale-Ste-Anne E.4.7.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.4.13.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.4.8.M,,,,1
SMN - Clinique GEnErale-Ste-Anne E.4.14.P,0,0.033,,0
SMN - Clinique GEnErale-Ste-Anne E.4.15.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.4.15.P,0,0.053,,0
SMN - Clinique GEnErale-Ste-Anne E.4.16.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.4.16.P,,,,0
SMN - Clinique GEnErale-Ste-Anne E.5 Maladies de l'estomac, , , , 
SMN - Clinique GEnErale-Ste-Anne E.5.4.F,,,,0
SMN - Clinique GEnErale-Ste-Anne E.5.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.5.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne E.5.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.5.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.5.6.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.6 OpErations de l'úsophage, , , , 
SMN - Clinique GEnErale-Ste-Anne E.6.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.7 OpErations du pancrEas, , , , 
SMN - Clinique GEnErale-Ste-Anne E.7.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.7.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne E.8 Interventions bariatriques, , , , 
SMN - Clinique GEnErale-Ste-Anne E.8.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F Affections des vaisseaux, , , , 
SMN - Clinique GEnErale-Ste-Anne F.1 OpErations des artËres cErEbrales, , , , 
SMN - Clinique GEnErale-Ste-Anne F.1.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.1.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.1.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.1.4.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2 Maladies de l'aorte, , , , 
SMN - Clinique GEnErale-Ste-Anne F.2.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.7.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.8.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.9.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.4.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.10.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.11.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.12.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.2.6.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3 OpErations des artËres du bassin et des jambes, , , , 
SMN - Clinique GEnErale-Ste-Anne F.3.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3.4.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3.6.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3.7.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3.8.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3.9.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.4 Amputations, , , , 
SMN - Clinique GEnErale-Ste-Anne F.4.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.4.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne F.5 Angioplasties transluminales percutanEes (ATP), , , , 
SMN - Clinique GEnErale-Ste-Anne F.5.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.5.4.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.5.5.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.5.6.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.5.7.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.5.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.5.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne F.6 Fistule artErio≠veineuse, , , , 
SMN - Clinique GEnErale-Ste-Anne F.6.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G GynEcologie et obstEtrique, , , , 
SMN - Clinique GEnErale-Ste-Anne G.1 Accouchements, , , , 
SMN - Clinique GEnErale-Ste-Anne G.1.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.1.1.P,,,,0
SMN - Clinique GEnErale-Ste-Anne G.1.2.P,,,,0
SMN - Clinique GEnErale-Ste-Anne G.1.3.P,,,,0
SMN - Clinique GEnErale-Ste-Anne G.1.4.P,,,,0
SMN - Clinique GEnErale-Ste-Anne G.1.5.P,,,,0
SMN - Clinique GEnErale-Ste-Anne G.1.6.P,,,,0
SMN - Clinique GEnErale-Ste-Anne G.1.7.P,,,,0
SMN - Clinique GEnErale-Ste-Anne G.2 Nouveau≠nEs, , , , 
SMN - Clinique GEnErale-Ste-Anne G.2.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.2.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.2.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.2.4.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.2.5.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.2.6.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.2.7.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.2.8.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.2.9.F,,,,0
SMN - Clinique GEnErale-Ste-Anne G.3 Ablation de l'utErus pour affections bEnignes (hystErectomie), , , , 
SMN - Clinique GEnErale-Ste-Anne G.3.1.M,0,0,,51
SMN - Clinique GEnErale-Ste-Anne G.3.2.P,0.863,0.858,,44
SMN - Clinique GEnErale-Ste-Anne G.3.5.P,0.294,0.352,,15
SMN - Clinique GEnErale-Ste-Anne G.3.7.P,0.569,0.506,,29
SMN - Clinique GEnErale-Ste-Anne G.3.3.P,,,,2
SMN - Clinique GEnErale-Ste-Anne G.3.4.P,,,,2
SMN - Clinique GEnErale-Ste-Anne G.4 Tumeurs malignes du sein et des organes gEnitaux fEminins, , , , 
SMN - Clinique GEnErale-Ste-Anne G.4.1.F,,,,97
SMN - Clinique GEnErale-Ste-Anne G.4.2.F,,,,106
SMN - Clinique GEnErale-Ste-Anne G.4.3.F,,,,3
SMN - Clinique GEnErale-Ste-Anne G.4.4.M,,,,2
SMN - Clinique GEnErale-Ste-Anne G.4.5.F,,,,5
SMN - Clinique GEnErale-Ste-Anne G.4.6.M,,,,4
SMN - Clinique GEnErale-Ste-Anne G.5 Interventions sur le sein, , , , 
SMN - Clinique GEnErale-Ste-Anne G.5.1.F,,,,103
SMN - Clinique GEnErale-Ste-Anne G.5.2.F,,,,85
SMN - Clinique GEnErale-Ste-Anne G.5.3.P,0.776,0.737,,66
SMN - Clinique GEnErale-Ste-Anne G.6 Interventions sur le plancher pelvien chez la femme, , , , 
SMN - Clinique GEnErale-Ste-Anne G.6.1.F,,,,33
SMN - Clinique GEnErale-Ste-Anne G.6.2.F,,,,23
SMN - Clinique GEnErale-Ste-Anne G.6.3.F,,,,10
SMN - Clinique GEnErale-Ste-Anne G.6.4.F,,,,0
SMN - Clinique GEnErale-Ste-Anne H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
SMN - Clinique GEnErale-Ste-Anne H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
SMN - Clinique GEnErale-Ste-Anne H.1.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne H.1.5.P,,,,0
SMN - Clinique GEnErale-Ste-Anne H.1.6.P,,,,0
SMN - Clinique GEnErale-Ste-Anne H.1.7.M,,,,0
SMN - Clinique GEnErale-Ste-Anne H.1.8.M,,,,0
SMN - Clinique GEnErale-Ste-Anne H.1.9.P,,,,0
SMN - Clinique GEnErale-Ste-Anne H.1.10.M,,,,0
SMN - Clinique GEnErale-Ste-Anne H.2 Calculs rEnaux, , , , 
SMN - Clinique GEnErale-Ste-Anne H.2.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne H.2.2.P,,,,0
SMN - Clinique GEnErale-Ste-Anne H.3 OpErations de la vessie, , , , 
SMN - Clinique GEnErale-Ste-Anne H.3.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne H.3.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne H.3.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne H.3.4.P,,,,0
SMN - Clinique GEnErale-Ste-Anne H.3.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne H.3.6.M,,,,0
SMN - Clinique GEnErale-Ste-Anne H.4 REsection prostatique transurEtrale (TURP), , , , 
SMN - Clinique GEnErale-Ste-Anne H.4.2.P,,,,0
SMN - Clinique GEnErale-Ste-Anne H.4.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne H.4.4.M,,,,0
SMN - Clinique GEnErale-Ste-Anne H.5 Carcinome de la prostate, , , , 
SMN - Clinique GEnErale-Ste-Anne H.5.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne H.5.2.M,,,,0
"SMN - Clinique GEnErale-Ste-Anne I Maladies des os, des articulations et du tissu conjonctif", , , , 
"SMN - Clinique GEnErale-Ste-Anne I.1 Remplacement de l'articulation, endoprothËse", , , , 
SMN - Clinique GEnErale-Ste-Anne I.1.8.M,0,0,0,313
SMN - Clinique GEnErale-Ste-Anne I.1.9.M,,,,2
SMN - Clinique GEnErale-Ste-Anne I.1.10.M,,,,2
SMN - Clinique GEnErale-Ste-Anne I.1.11.P,,,,1
SMN - Clinique GEnErale-Ste-Anne I.1.12.M,0,0.002,0,17
SMN - Clinique GEnErale-Ste-Anne I.1.13.M,,,,0
SMN - Clinique GEnErale-Ste-Anne I.1.14.M,,,,9
SMN - Clinique GEnErale-Ste-Anne I.1.15.M,0,0,0,370
SMN - Clinique GEnErale-Ste-Anne I.1.16.M,0,0,,16
SMN - Clinique GEnErale-Ste-Anne I.1.17.P,,,,2
SMN - Clinique GEnErale-Ste-Anne I.1.18.M,0,0.002,0,47
SMN - Clinique GEnErale-Ste-Anne I.1.19.M,,,,0
SMN - Clinique GEnErale-Ste-Anne I.1.20.M,,,,9
SMN - Clinique GEnErale-Ste-Anne I.1.21.M,,,,1
SMN - Clinique GEnErale-Ste-Anne I.1.22.M,,,,0
SMN - Clinique GEnErale-Ste-Anne I.2 Traitements/opErations de la colonne vertEbrale et de la moelle EpiniËre, , , , 
SMN - Clinique GEnErale-Ste-Anne I.2.3.F,,,,243
SMN - Clinique GEnErale-Ste-Anne I.2.4.F,,,,47
SMN - Clinique GEnErale-Ste-Anne I.2.5.M,,,,0
"SMN - Clinique GEnErale-Ste-Anne I.2.6.M Raidissement de la colonne vertEbrale ou remplacement de corps vertEbral en cas de traumatisme (rEparations complexes et OP de la moelle EpiniËre incluses), mortalitE",,,,3
SMN - Clinique GEnErale-Ste-Anne I.2.18.M,,,,1
SMN - Clinique GEnErale-Ste-Anne I.2.7.M,,,,0
SMN - Clinique GEnErale-Ste-Anne I.2.8.M,0,0,,17
SMN - Clinique GEnErale-Ste-Anne I.2.9.M,0,0,0,13
SMN - Clinique GEnErale-Ste-Anne I.2.10.M,,,,2
"SMN - Clinique GEnErale-Ste-Anne I.2.11.M Discectomie (sans tumeur, traumatisme, OP complexe de la colonne vertEbrale), mortalitE",0,0,0,136
"SMN - Clinique GEnErale-Ste-Anne I.2.12.M DEcompression de la colonne vertEbrale sans autres interventions ‡ la colonne vertEbrale, mortalitE",0,0.001,0,23
SMN - Clinique GEnErale-Ste-Anne I.2.13.M,,,,7
SMN - Clinique GEnErale-Ste-Anne I.2.14.M,0,0.007,0,41
SMN - Clinique GEnErale-Ste-Anne I.2.15.P,0,0.007,,0
SMN - Clinique GEnErale-Ste-Anne I.2.16.F,,,,2
SMN - Clinique GEnErale-Ste-Anne I.2.17.F,,,,4
SMN - Clinique GEnErale-Ste-Anne I.3 Fractures mEtaphysaires de la hanche, , , , 
SMN - Clinique GEnErale-Ste-Anne I.3.1.M,,,,5
SMN - Clinique GEnErale-Ste-Anne I.3.2.M,,,,1
SMN - Clinique GEnErale-Ste-Anne I.3.3.M,,,,1
SMN - Clinique GEnErale-Ste-Anne I.3.4.M,,,,3
SMN - Clinique GEnErale-Ste-Anne I.3.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne I.3.6.M,,,,0
SMN - Clinique GEnErale-Ste-Anne I.3.7.M,,,,0
SMN - Clinique GEnErale-Ste-Anne I.3.8.M,,,,0
"SMN - Clinique GEnErale-Ste-Anne I.4 Tumeurs malignes des os, des articulations et du tissu conjonctif", , , , 
SMN - Clinique GEnErale-Ste-Anne I.4.1.F,,,,0
"SMN - Clinique GEnErale-Ste-Anne J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
SMN - Clinique GEnErale-Ste-Anne J.1 Respiration artificielle, , , , 
SMN - Clinique GEnErale-Ste-Anne J.1.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne J.1.4.M,,,,0
SMN - Clinique GEnErale-Ste-Anne J.1.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne J.1.6.M,,,,0
SMN - Clinique GEnErale-Ste-Anne J.1.2.S,,,,0
SMN - Clinique GEnErale-Ste-Anne J.1.3.P,,,,0
SMN - Clinique GEnErale-Ste-Anne J.2 SepticEmie, , , , 
SMN - Clinique GEnErale-Ste-Anne J.2.1.M,,,,0
SMN - Clinique GEnErale-Ste-Anne J.2.2.M,,,,0
SMN - Clinique GEnErale-Ste-Anne J.2.3.M,,,,0
SMN - Clinique GEnErale-Ste-Anne J.2.4.M,,,,0
SMN - Clinique GEnErale-Ste-Anne J.2.5.M,,,,0
SMN - Clinique GEnErale-Ste-Anne J.3 Insuffisance rEnale aux produits de contraste, , , , 
SMN - Clinique GEnErale-Ste-Anne J.3.1.P,,,,0
SMN - Clinique GEnErale-Ste-Anne K Affections de la peau, , , , 
SMN - Clinique GEnErale-Ste-Anne K.1 Affections de la peau, , , , 
SMN - Clinique GEnErale-Ste-Anne K.1.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne K.1.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne K.1.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L MEdecine hautement spEcialisEe, , , , 
SMN - Clinique GEnErale-Ste-Anne L.1 Transplantations cardiaques, , , , 
SMN - Clinique GEnErale-Ste-Anne L.1.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.1.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.1.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.2 Transplantations pulmonaires, , , , 
SMN - Clinique GEnErale-Ste-Anne L.2.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.2.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.3 Transplantations hEpatiques, , , , 
SMN - Clinique GEnErale-Ste-Anne L.3.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.3.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.3.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.3.4.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.4 Transplantations du pancrEas, , , , 
SMN - Clinique GEnErale-Ste-Anne L.4.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.5 Transplantations rEnales, , , , 
SMN - Clinique GEnErale-Ste-Anne L.5.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.5.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.5.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.5.4.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.5.5.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.5.6.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.6 Transplantations/transfusions de cellules souches, , , , 
SMN - Clinique GEnErale-Ste-Anne L.6.1.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.6.2.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.6.3.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.6.4.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.6.5.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.6.8.F,,,,0
SMN - Clinique GEnErale-Ste-Anne L.7 ChimiothErapie hyperthermique, , , , 
SMN - Clinique GEnErale-Ste-Anne L.7.1.F ChimiothErapie intrapEritonEale hyperthermique [HIPEC],,,,0
SMN - Clinique GEnErale-Ste-Anne L.7.2.F ChimiothErapie hyperthermique intrathoracique [HITOC],,,,0
SMN - Clinique GEnErale-Ste-Anne Z Informations supplEmentaires, , , , 
SMN - Clinique GEnErale-Ste-Anne Z.1 DurEe de sEjour, , , , 
SMN - Clinique GEnErale-Ste-Anne A.1.12.X,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.15.X,,,,1
SMN - Clinique GEnErale-Ste-Anne E.1.1.X,2.4,,,32
SMN - Clinique GEnErale-Ste-Anne E.2.1.X,2.5,,,79
SMN - Clinique GEnErale-Ste-Anne F.1.5.X,,,,0
SMN - Clinique GEnErale-Ste-Anne G.3.1.X,3.1,,,51
SMN - Clinique GEnErale-Ste-Anne H.4.5.X,,,,0
SMN - Clinique GEnErale-Ste-Anne I.1.23.X,5.2,,,313
SMN - Clinique GEnErale-Ste-Anne I.1.24.X,6,,,370
SMN - Clinique GEnErale-Ste-Anne Z.1.1.X,1.9,,,52
SMN - Clinique GEnErale-Ste-Anne Z.2 Transferts (pourcentage), , , , 
SMN - Clinique GEnErale-Ste-Anne A.1.1.V,,,,0
SMN - Clinique GEnErale-Ste-Anne A.2.1.V,,,,0
SMN - Clinique GEnErale-Ste-Anne A.3.2.V,,,,0
SMN - Clinique GEnErale-Ste-Anne A.3.4.V,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.7.V,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.11.V,,,,0
SMN - Clinique GEnErale-Ste-Anne A.7.12.V,,,,0
SMN - Clinique GEnErale-Ste-Anne B.1.1.V,0,0.18,,0
SMN - Clinique GEnErale-Ste-Anne B.1.7.V,0,0.144,,0
SMN - Clinique GEnErale-Ste-Anne D.1.8.V,0,0.034,,0
SMN - Clinique GEnErale-Ste-Anne D.2.1.V,,,,0
SMN - Clinique GEnErale-Ste-Anne E.4.1.V,0,0.022,,0
SMN - Clinique GEnErale-Ste-Anne F.2.13.V,,,,0
SMN - Clinique GEnErale-Ste-Anne F.3.1.V,,,,0
SMN - Clinique GEnErale-Ste-Anne I.1.8.V,0,0.005,,0
SMN - Clinique GEnErale-Ste-Anne J.1.1.V,,,,0
SMN - Clinique GEnErale-Ste-Anne J.2.1.V,,,,0
