institution;indicator;taux observE 2008;taux attendu 2008;SMR 2008;nombre de cas 2008;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009
Clinique de ValËre SA;G.2.3.F Nouveau≠nEs <500 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Clinique de ValËre SA;G.2.4.F Nouveau≠nEs 500-749 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Clinique de ValËre SA;G.2.5.F Nouveau≠nEs 750-999 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Clinique de ValËre SA;G.2.6.F Nouveau≠nEs 1000-1249 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Clinique de ValËre SA;G.2.7.F Nouveau≠nEs 1250-1499 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Clinique de ValËre SA;G.2.8.F Nouveau≠nEs 1500-2499 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Clinique de ValËre SA;G.2.9.F Nouveau≠nEs >2499 g ou sans indication de poids;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Clinique de ValËre SA;G.3 Ablation de líutErus pour affections bEnignes (hystErectomie); ; ; ; ; ; ; ; 
Clinique de ValËre SA;G.3.1.M HystErectomie pour affections bEnignes mortalitE;0;0;0;104;0;0;0;117
Clinique de ValËre SA;G.3.2.P HystErectomies laparoscopiques/vaginales sans plastie pourcentage;0.66;0.707;NaN;68;0.774;0.73;NaN;89
Clinique de ValËre SA;G.4 Cancer du sein; ; ; ; ; ; ; ; 
Clinique de ValËre SA;G.4.1.F Traitements hospitaliers en cas de cancer du sein;NaN;NaN;NaN;16;NaN;NaN;NaN;21
Clinique de ValËre SA;G.5 Interventions du sein; ; ; ; ; ; ; ; 
Clinique de ValËre SA;G.5.1.F Total des interventions du sein (rEsections et plasties mammaires);NaN;NaN;NaN;67;NaN;NaN;NaN;60
Clinique de ValËre SA;G.5.2.F REsections mammaires en cas de cancer du sein;NaN;NaN;NaN;16;NaN;NaN;NaN;16
Clinique de ValËre SA;G.5.3.P REsections partielles en cas de cancer du sein pourcentage;NaN;NaN;NaN;<10;0;0.674;NaN;0
Clinique de ValËre SA;H Maladies des voies urinaires et des organes gEnitaux masculins; ; ; ; ; ; ; ; 
Clinique de ValËre SA;H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle); ; ; ; ; ; ; ; 
Clinique de ValËre SA;H.1.1.M NEphrectomie totale mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Clinique de ValËre SA;H.1.2.P OP laparoscopique en cas de nEphrectomie totale pourcentage;0;0.242;NaN;0;0;0.212;NaN;0
Clinique de ValËre SA;H.1.3.P NEphrectomie partielle pourcentage;0;0.22;NaN;0;NaN;NaN;NaN;<10
Clinique de ValËre SA;H.1.3.M NEphrectomie partielle mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Clinique de ValËre SA;H.1.4.P OP laparoscopique en cas de nEphrectomie partielle pourcentage;NaN;NaN;NaN;0;0;0.169;NaN;0
Clinique de ValËre SA;H.2 Calculs rEnaux; ; ; ; ; ; ; ; 
Clinique de ValËre SA;H.2.1.F DP calculs rEnaux;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Clinique de ValËre SA;H.2.2.P Intervention pour extraction des calculs en cas de DP calculs rEnaux pourcentage;NaN;NaN;NaN;<10;0;0.434;NaN;0
Clinique de ValËre SA;H.3 OpErations de la vessie; ; ; ; ; ; ; ; 
Clinique de ValËre SA;H.3.1.F DP tumeur maligne de la vessie;NaN;NaN;NaN;<10;NaN;NaN;NaN;25
Clinique de ValËre SA;H.3.2.F Total des RTU de vessie;NaN;NaN;NaN;<10;NaN;NaN;NaN;40
Clinique de ValËre SA;H.3.3.F RTU de vessie en cas de tumeur maligne;NaN;NaN;NaN;<10;NaN;NaN;NaN;22
Clinique de ValËre SA;H.3.4.P RTU en cas de tumeur maligne avec instillation de mEdicaments chimiothErapeutiques dans la vessie pourcentage;...;...;NaN;...;0;0.04;NaN;0
Clinique de ValËre SA;H.3.5.M Ablation de la vessie (cystectomie) mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Clinique de ValËre SA;H.4 REsection prostatique transurEtrale (TURP); ; ; ; ; ; ; ; 
Clinique de ValËre SA;H.4.1.M RTU de prostate mortalitE;0;0.001;0;21;0;0.001;0;82
Clinique de ValËre SA;H.5 Carcinome de la prostate; ; ; ; ; ; ; ; 
Clinique de ValËre SA;H.5.1.F Carcinome de la prostate (DP ou DS);NaN;NaN;NaN;<10;NaN;NaN;NaN;22
Clinique de ValËre SA;H.5.2.M ProstatovEsiculectomie radicale mortalitE;NaN;NaN;NaN;<10;0;0.004;0;11
Clinique de ValËre SA;I Affections orthopEdiques et traumatologiques; ; ; ; ; ; ; ; 
Clinique de ValËre SA;I.1 Remplacement de l'articulation endoprothËse totale (EPT); ; ; ; ; ; ; ; 
Clinique de ValËre SA;I.1.1.M PremiËre implantation d'EPT de hanche (pas en cas de fracture) mortalitE;0;0.001;0;193;0;0.001;0;220
Clinique de ValËre SA;I.1.2.M Changement d'EPT de hanche et changement de composants mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Clinique de ValËre SA;I.1.3.M PremiËre implantation d'EPT de genou mortalitE;0;0;0;144;0;0.001;0;206
Clinique de ValËre SA;I.1.4.M Changement d'EPT de genou mortalitE;NaN;NaN;NaN;<10;0;0.005;0;16
Clinique de ValËre SA;I.1.5.M EPT de hanche ou de genou aprËs chirurgie tumorale mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de ValËre SA;I.2 OpErations de la colonne vertEbrale; ; ; ; ; ; ; ; 
Clinique de ValËre SA;I.2.1.F Total des OP de la colonne vertEbrale;NaN;NaN;NaN;24;NaN;NaN;NaN;35
Clinique de ValËre SA;I.2.2.M Discectomie (sans accident tumeur OP complexe de la colonne vertEbrale) mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Clinique de ValËre SA;I.3 Fractures mEtaphysaires de la hanche; ; ; ; ; ; ; ; 
Clinique de ValËre SA;I.3.1.M Fractures du col du fEmur (‚ge >19) mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Clinique de ValËre SA;I.3.2.M Fractures du col du fEmur ‚ge 20-59 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de ValËre SA;I.3.3.M Fractures du col du fEmur ‚ge 60-69 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Clinique de ValËre SA;I.3.4.M Fractures du col du fEmur ‚ge 70-79 mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Clinique de ValËre SA;I.3.5.M Fractures du col du fEmur ‚ge 80-84 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Clinique de ValËre SA;I.3.6.M Fractures du col du fEmur ‚ge 85-89 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de ValËre SA;I.3.7.M Fractures du col du fEmur ‚ge >89 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Clinique de ValËre SA;I.3.8.M Fracture du trochanter (‚ge >19) mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Clinique de ValËre SA;J Affections complexes hEtErogËnes (indicateur pour peer review); ; ; ; ; ; ; ; 
Clinique de ValËre SA;J.1 Respiration artificielle; ; ; ; ; ; ; ; 
Clinique de ValËre SA;J.1.1.M Cas de respiration artificielle >95 h (‡ líexclusion des nouveau≠nEs) mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de ValËre SA;J.2 Etats septiques; ; ; ; ; ; ; ; 
Clinique de ValËre SA;J.2.1.M DP Etats septiques mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
institution;indicator;taux observE 2008;taux attendu 2008;SMR 2008;nombre de cas 2008;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A Maladies cardiaques; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1 Infarctus du myocarde; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.1.M DP infarctus du myocarde (‚ge >19) mortalitE;0.038;0.074;0.5;26;0.05;0.07;0.7;20
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.2.M DP infarctus du myocarde ‚ge 20-44 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.3.M DP infarctus du myocarde ‚ge 45-64 mortalitE;0;0.027;0;15;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.4.M DP infarctus du myocarde ‚ge 65-84 mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.5.M DP infarctus du myocarde ‚ge >84 mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.6.P DP infarctus du myocarde (‚ge >19) avec CCG ou OP coronarienne pourcentage;0;0.515;NaN;0;0;0.522;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.7.M DP infarctus du myocarde (‚ge >19) admissions directes pas transfErE mortalitE;0.071;0.098;0.7;14;0.067;0.115;0.6;15
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.8.M DP infarctus du myocarde (‚ge >19) transfErE díun autre hÙpital mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.9.P Infarctus aigu du myocarde non prEcisE (‚ge >19) pourcentage;NaN;NaN;NaN;<10;0;0.065;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.10.M Infarctus du myocarde transmural (‚ge >19) mortalitE;0.059;0.068;0.9;17;0.083;0.094;0.9;12
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.1.11.M Infarctus non transmural/NSTEMI (‚ge >19) mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.2 Insuffisance cardiaque; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.2.1.M DP insuffisance cardiaque (‚ge >19) mortalitE;0.056;0.101;0.5;54;0.097;0.097;1;31
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.2.2.M DP insuffisance cardiaque ‚ge 20-44 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.2.3.M DP insuffisance cardiaque ‚ge 45-64 mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.2.4.M DP insuffisance cardiaque ‚ge 65-84 mortalitE;0.086;0.086;1;35;0;0.077;0;12
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.2.5.M DP insuffisance cardiaque ‚ge >84 mortalitE;0;0.139;0;17;0.188;0.123;1.5;16
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.3 CathEtErisme cardiaque gauche (CCG); ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.3.1.F Total des cas avec CCG avec diagnostic et intervention sur les artËres coronaires;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.3.2.M Cas avec CCG en cas d'infarctus du myocarde (‚ge >19) sans OP du cúur mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (‚ge >19) mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.3.4.M Cas avec CCG sans infarctus du myocarde sans diagnostic de complications (‚ge >19) mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.3.5.P CathEtErisme thErapeutique sans infarctus sans myocarde ou diagnostic de complications (‚ge >19) pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.3.6.F Cas avec CCG chez l'enfant et l'adolescent (‚ge <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.4 Troubles du rythme cardiaque; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.4.1.F DP troubles du rythme cardiaque;NaN;NaN;NaN;19;NaN;NaN;NaN;16
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.5 Traitement par pacemaker ou dEfibrillateur implantable; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.5.1.F Traitement par pacemaker (implantation et changement dEfibrillateur inclus);NaN;NaN;NaN;0;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.5.2.F Implantation et changement de dEfibrillateur;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.6 Traitement par ablation; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.6.1.F Ablation par cathEter;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.6.2.F Ablation chirurgicale;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7 OpErations du cúur; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.1.F Total des OP du cúur;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.2.F OP des valves cardiaques;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.3.F OP des vaisseaux coronaires;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.4.F Autres OP du cúur;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.5.F OP combinEe du cúur;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.6.F OP du cúur chez l'enfant et l'adolescent (‚ge <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.7.M Remplacement isolE de valve aortique ‡ cúur ouvert sans autre OP du cúur mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.11.M OP des vaisseaux coronaires uniquement en cas d'infarctus du myocarde (‚ge >19) mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.12.M OP des vaisseaux coronaires uniquement sans infarctus du myocarde (‚ge >19) mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.13.M OP des vaisseaux coronaires uniquement sans infarctus du myocarde ‚ge 20-49 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.14.M OP des vaisseaux coronaires uniquement sans infarctus du myocarde ‚ge 50-59 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.15.M OP des vaisseaux coronaires uniquement sans infarctus du myocarde ‚ge 60-69 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.16.M OP des vaisseaux coronaires uniquement sans infarctus du myocarde ‚ge 70-79 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.17.M OP des vaisseaux coronaires uniquement sans infarctus du myocarde ‚ge >79 mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;A.7.18.P Cas de respiration artificielle >95 h en cas d'OP des vaisseaux coronaires uniquement sans infarctus du myocarde (‚ge >19) pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1 Accident vasculaire cErEbral (attaque cErEbrale); ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.1.M DP díaccident vasculaire cErEbral toutes les formes (‚ge >19) mortalitE;0.154;0.144;1.1;13;0.188;0.114;1.6;16
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.2.M DP díaccident vasculaire cErEbral toutes les formes ‚ge 20-44 mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.3.M DP díaccident vasculaire cErEbral toutes les formes ‚ge 45-64 mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.4.M DP díaccident vasculaire cErEbral toutes les formes ‚ge 65-84 mortalitE;NaN;NaN;NaN;<10;0.2;0.12;1.7;10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.5.M DP díaccident vasculaire cErEbral toutes les formes ‚ge >84 mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.6.P DP d'accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire pourcentage;...;...;NaN;...;0;0.079;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.7.M Infarctus cErEbral (CIM≠10 I63 ‚ge >19) mortalitE;0.1;0.088;1.1;10;0.091;0.084;1.1;11
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.8.M Infarctus cErEbral (CIM≠10 I63 ‚ge >19) admissions directes mortalitE;NaN;NaN;NaN;<10;0.091;0.08;1.1;11
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.9.P Infarctus cErEbral (CIM≠10 I63 ‚ge >19) avec thrombolyse systEmique pourcentage;0;0.078;NaN;0;0;0.076;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.9.M Infarctus cErEbral (CIM≠10 I63 ‚ge >19) avec thrombolyse systEmique mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.10.M HEmorragie intracErEbrale (CIM≠10 I61 ‚ge >19) mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.11.M HEmorragie sous≠arachnoÔdienne (CIM≠10 I60 ‚ge >19) mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.12.P Accident vasculaire cErEbral sans prEcision (CIM≠10 I64 ‚ge >19) pourcentage;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.1.12.M Accident vasculaire cErEbral sans prEcision (CIM≠10 I64 ‚ge >19) mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.2 Accident ischEmique transitoire (AIT); ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.2.1.M AIT mortalitE;0.067;0.009;7.8;15;0;0;NaN;13
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;B.2.2.P AIT avec traitement en unitE cErEbro≠vasculaire pourcentage;...;...;NaN;...;0;0.005;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;C REEducation gEriatrique prEcoce; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;C.1 REEducation gEriatrique prEcoce; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;C.1.1.F REEducation gEriatrique prEcoce;NaN;NaN;NaN;...;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D Maladies pulmonaires; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.1 Pneumonie; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.1.1.M DP de pneumonie mortalitE;0.06;0.055;1.1;67;0.041;0.063;0.6;49
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.1.2.M DP de pneumonie ‚ge <20 mortalitE;0;0.003;0;11;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.1.3.M DP de pneumonie ‚ge 20-44 mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.1.4.M DP de pneumonie ‚ge 45-64 mortalitE;0;0.031;0;10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.1.5.M DP de pneumonie ‚ge 65-84 mortalitE;0.059;0.072;0.8;34;0.043;0.069;0.6;23
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.1.6.M DP de pneumonie ‚ge >84 mortalitE;NaN;NaN;NaN;<10;0.083;0.109;0.8;12
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.1.7.M DP de pneumonie ‚ge 1-19 sans tumeur ni mucoviscidose admissions directes mortalitE;0;0.003;0;10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.1.8.M DP de pneumonie ‚ge >19 sans tumeur ni mucoviscidose admissions directes mortalitE;0.091;0.057;1.6;44;0.059;0.057;1;34
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.2 Broncho-pneumopathie chronique obstructive (BPCO); ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.2.1.M BPCO (‚ge >19) mortalitE;0;0.052;0;29;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.2.2.M BPCO (‚ge >19) avec VEF1 <35 % mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.2.3.M BPCO (‚ge >19) avec VEF1 35-49 % mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.2.4.M BPCO (‚ge >19) avec VEF1 50-69 % mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.2.5.M BPCO (‚ge >19) avec VEF1 >69% mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.2.6.P BPCO (‚ge >19) avec VEF1 non prEcisE pourcentage;...;...;NaN;...;0;0.335;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.2.6.M BPCO (‚ge >19) avec VEF1 non prEcisE mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.3 Cancer du poumon (carcinome bronchique); ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.3.1.F Hospitalisations en cas de cancer du poumon;NaN;NaN;NaN;38;NaN;NaN;NaN;19
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.4 OpErations du poumon; ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.4.1.M Total des rEsections pulmonaires ou bronchiques majeures mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.4.2.P Pneumonectomie en cas de carcinome bronchique pourcentage;0;0.136;NaN;0;0;0.091;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.4.2.M Pneumonectomie en cas de carcinome bronchique mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;D.4.3.M REsections pulmonaires partielles en cas de carcinome bronchique mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale); ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;E.1 Ablation de la vEsicule biliaire (cholEcystectomie); ; ; ; ; ; ; ; 
HÙpital Intercantonal de la Broye (HIB) Estavayer≠le≠Lac soins aigus;E.1.1.M CholEcystectomie en cas de calculs biliaires et cholEcystite sans tumeur mortalitE;0;0.002;0;21;0;0.003;0;30
