hospital_indicator,observed_rate_2009,expected_rate_2009,SMR_2009,number_of_cases_2009
Regionalspital Surselva A.1.10.M,0,0.097,0,16
Regionalspital Surselva A.1.11.M,0,0.036,0,10
Regionalspital Surselva A.2 Herzinsuffizienz, , , , 
Regionalspital Surselva A.2.1.M,0.111,0.089,1.3,54
Regionalspital Surselva A.2.2.M,,,,0
Regionalspital Surselva A.2.3.M,,,,<10
Regionalspital Surselva A.2.4.M,0.081,0.075,1.1,37
Regionalspital Surselva A.2.5.M,0.188,0.125,1.5,16
Regionalspital Surselva A.3 Linksherzkatheter (LHK), , , , 
Regionalspital Surselva A.3.1.F,,,,0
Regionalspital Surselva A.3.2.M,,,,0
Regionalspital Surselva A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19) Mortalit‰t,,,,0
Regionalspital Surselva A.3.4.M,,,,0
Regionalspital Surselva A.3.5.P,,,,0
Regionalspital Surselva A.3.6.F,,,,0
Regionalspital Surselva A.4 Herzrhythmusstˆrungen, , , , 
Regionalspital Surselva A.4.1.F,,,,29
Regionalspital Surselva A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Regionalspital Surselva A.5.1.F,,,,0
Regionalspital Surselva A.5.2.F,,,,0
Regionalspital Surselva A.6 Ablative Therapie, , , , 
Regionalspital Surselva A.6.1.F,,,,0
Regionalspital Surselva A.6.2.F,,,,0
Regionalspital Surselva A.7 Operationen am Herzen, , , , 
Regionalspital Surselva A.7.1.F,,,,0
Regionalspital Surselva A.7.2.F,,,,0
Regionalspital Surselva A.7.3.F,,,,0
Regionalspital Surselva A.7.4.F,,,,0
Regionalspital Surselva A.7.5.F,,,,0
Regionalspital Surselva A.7.6.F,,,,0
Regionalspital Surselva A.7.7.M,,,,0
Regionalspital Surselva A.7.11.M,,,,0
Regionalspital Surselva A.7.12.M,,,,0
Regionalspital Surselva A.7.13.M,,,,0
Regionalspital Surselva A.7.14.M,,,,0
Regionalspital Surselva A.7.15.M,,,,0
Regionalspital Surselva A.7.16.M,,,,0
Regionalspital Surselva A.7.17.M,,,,0
Regionalspital Surselva A.7.18.P,,,,0
Regionalspital Surselva B.1 Schlaganfall, , , , 
Regionalspital Surselva B.1.1.M,0.154,0.12,1.3,26
Regionalspital Surselva B.1.2.M,,,,<10
Regionalspital Surselva B.1.3.M,,,,<10
Regionalspital Surselva B.1.4.M,0.188,0.118,1.6,16
Regionalspital Surselva B.1.5.M,,,,<10
Regionalspital Surselva B.1.6.P,0,0.079,,0
Regionalspital Surselva B.1.7.M,,,,<10
Regionalspital Surselva B.1.8.M,,,,<10
Regionalspital Surselva B.1.9.P,0,0.076,,0
Regionalspital Surselva B.1.9.M,,,,0
Regionalspital Surselva B.1.10.M,,,,<10
Regionalspital Surselva B.1.11.M,,,,0
Regionalspital Surselva B.1.12.P,0.577,0.138,,15
Regionalspital Surselva B.1.12.M,0.133,0.091,1.5,15
Regionalspital Surselva B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Regionalspital Surselva B.2.1.M,,,,<10
Regionalspital Surselva B.2.2.P,0,0.005,,0
Regionalspital Surselva C Geriatrische Fr¸hrehablitation, , , , 
Regionalspital Surselva C.1 Geriatrische Fr¸hrehabilitation, , , , 
Regionalspital Surselva C.1.1.F,,,,0
Regionalspital Surselva D Erkrankungen der Lunge, , , , 
Regionalspital Surselva D.1 Lungenentz¸ndung (Pneumonie), , , , 
Regionalspital Surselva D.1.1.M,0.078,0.061,1.3,51
Regionalspital Surselva D.1.2.M,,,,<10
Regionalspital Surselva D.1.3.M,,,,<10
Regionalspital Surselva D.1.4.M,,,,<10
Regionalspital Surselva D.1.5.M,0.094,0.074,1.3,32
Regionalspital Surselva D.1.6.M,,,,<10
Regionalspital Surselva D.1.7.M,,,,<10
Regionalspital Surselva D.1.8.M,0.091,0.054,1.7,44
Regionalspital Surselva D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Regionalspital Surselva D.2.1.M,0,0.045,0,15
Regionalspital Surselva D.2.2.M,,,,<10
Regionalspital Surselva D.2.3.M,,,,0
Regionalspital Surselva D.2.4.M,,,,<10
Regionalspital Surselva D.2.5.M,,,,<10
Regionalspital Surselva D.2.6.P,0.8,0.335,,12
Regionalspital Surselva D.2.6.M,0,0.055,0,12
Regionalspital Surselva D.3 Lungenkrebs, , , , 
Regionalspital Surselva D.3.1.F,,,,12
Regionalspital Surselva D.4 Operationen an der Lunge, , , , 
Regionalspital Surselva D.4.1.M,,,,0
Regionalspital Surselva D.4.2.P,,,,0
Regionalspital Surselva D.4.2.M,,,,0
Regionalspital Surselva D.4.3.M,,,,0
Regionalspital Surselva E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Regionalspital Surselva E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Regionalspital Surselva E.1.1.M,0.032,0.006,5,31
Regionalspital Surselva E.1.2.P,0.806,0.931,,25
Regionalspital Surselva E.2 Hernienoperationen, , , , 
Regionalspital Surselva E.2.1.M,0,0.001,0,68
Regionalspital Surselva E.2.2.M,,,,<10
Regionalspital Surselva E.3 Eingriffe an der Schilddr¸se, , , , 
Regionalspital Surselva E.3.1.F,,,,0
Regionalspital Surselva E.3.2.P,,,,0
Regionalspital Surselva E.3.3.F,,,,0
Regionalspital Surselva E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen), , , , 
Regionalspital Surselva E.4.1.M,0,0.041,0,21
Regionalspital Surselva E.4.2.M,,,,<10
Regionalspital Surselva E.4.3.M,,,,0
Regionalspital Surselva E.4.4.M,,,,<10
Regionalspital Surselva E.4.5.M,,,,<10
Regionalspital Surselva E.4.6.M,,,,<10
Regionalspital Surselva E.4.7.M,,,,0
Regionalspital Surselva E.4.8.F,,,,<10
Regionalspital Surselva E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom,,,,0
Regionalspital Surselva E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom,,,,<10
Regionalspital Surselva E.5 Operationen am Magen, , , , 
Regionalspital Surselva E.5.1.F,,,,0
Regionalspital Surselva E.5.2.M,,,,0
Regionalspital Surselva E.5.3.M,,,,0
Regionalspital Surselva E.6 Operationen am ÷sophagus, , , , 
Regionalspital Surselva E.6.1.M,,,,0
Regionalspital Surselva E.7 Operationen am Pankreas, , , , 
Regionalspital Surselva E.7.1.M,,,,0
Regionalspital Surselva F Operationen an Gef‰ssen, , , , 
Regionalspital Surselva F.1 Extrakranielle Gef‰ssoperationen, , , , 
Regionalspital Surselva F.1.1.M,,,,0
Regionalspital Surselva F.1.2.M,,,,0
Regionalspital Surselva F.1.3.F,,,,0
Regionalspital Surselva F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma), , , , 
Regionalspital Surselva F.2.1.F,,,,0
Regionalspital Surselva F.2.2.M,,,,0
Regionalspital Surselva F.2.3.M,,,,0
Regionalspital Surselva F.2.4.F,,,,0
Regionalspital Surselva F.2.5.M,,,,<10
Regionalspital Surselva F.3 Operationen an Becken≠/Beinarterien, , , , 
Regionalspital Surselva F.3.1.F,,,,0
Regionalspital Surselva F.3.2.M,,,,0
Regionalspital Surselva F.3.3.M,,,,0
Regionalspital Surselva F.3.4.M,,,,0
Regionalspital Surselva F.3.5.M,,,,0
Regionalspital Surselva F.3.6.M,,,,0
Regionalspital Surselva F.3.7.M,,,,0
Regionalspital Surselva F.3.8.F,,,,0
Regionalspital Surselva F.3.9.F,,,,0
Regionalspital Surselva F.4 Amputationen, , , , 
Regionalspital Surselva F.4.1.M,,,,<10
Regionalspital Surselva F.4.2.M,,,,0
Regionalspital Surselva G Geburtshilfe und Frauenheilkunde, , , , 
Regionalspital Surselva G.1 Geburten, , , , 
Regionalspital Surselva G.1.1.F,,,,155
Regionalspital Surselva G.1.1.P,0,0,,0
Regionalspital Surselva G.1.2.P,,,,<10
Regionalspital Surselva G.1.3.P,0.11,0.289,,14
Regionalspital Surselva G.1.4.P,0.181,0.325,,28
Regionalspital Surselva G.2 Neugeborene, , , , 
Regionalspital Surselva G.2.1.F,,,,0
Regionalspital Surselva G.2.2.F,,,,0
Regionalspital Surselva G.2.3.F,,,,0
Regionalspital Surselva G.2.4.F,,,,0
Regionalspital Surselva G.2.5.F,,,,0
Regionalspital Surselva G.2.6.F,,,,0
Regionalspital Surselva G.2.7.F,,,,0
Regionalspital Surselva G.2.8.F,,,,<10
Regionalspital Surselva G.2.9.F,,,,155
Regionalspital Surselva G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Regionalspital Surselva G.3.1.M,,,,<10
Regionalspital Surselva G.3.2.P,0,0.73,,0
Regionalspital Surselva G.4 Brustkrebs, , , , 
Regionalspital Surselva G.4.1.F,,,,11
Regionalspital Surselva G.5 Eingriffe an der Brust, , , , 
Regionalspital Surselva G.5.1.F,,,,<10
Regionalspital Surselva G.5.2.F,,,,<10
Regionalspital Surselva G.5.3.P,,,,<10
Regionalspital Surselva H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Regionalspital Surselva H.1 Entfernung der Niere (Nephrektomie), , , , 
Regionalspital Surselva H.1.1.M,,,,0
Regionalspital Surselva H.1.2.P,,,,0
Regionalspital Surselva H.1.3.P Anteil partielle Nephrektomie,,,,0
Regionalspital Surselva H.1.3.M,,,,0
Regionalspital Surselva H.1.4.P,,,,0
Regionalspital Surselva H.2 Nierensteine, , , , 
Regionalspital Surselva H.2.1.F,,,,20
Regionalspital Surselva H.2.2.P,0,0.434,,0
Regionalspital Surselva H.3 Eingriffe an der Harnblase, , , , 
Regionalspital Surselva H.3.1.F,,,,<10
Regionalspital Surselva H.3.2.F,,,,<10
Regionalspital Surselva H.3.3.F,,,,<10
Regionalspital Surselva H.3.4.P,0,0.04,,0
Regionalspital Surselva H.3.5.M,,,,0
Regionalspital Surselva H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Regionalspital Surselva H.4.1.M,0,0.003,0,16
Regionalspital Surselva H.5 Prostatakarzinom, , , , 
Regionalspital Surselva H.5.1.F,,,,<10
Regionalspital Surselva H.5.2.M,,,,0
Regionalspital Surselva I Orthop‰dische und unfallchirurgische Krankheitsbilder, , , , 
Regionalspital Surselva I.1 Gelenkersatz Totalendoprothese (TEP), , , , 
Regionalspital Surselva I.1.1.M,0,0.001,0,30
Regionalspital Surselva I.1.2.M,,,,<10
Regionalspital Surselva I.1.3.M,0,0.001,0,21
Regionalspital Surselva I.1.4.M,,,,0
Regionalspital Surselva I.1.5.M,,,,0
Regionalspital Surselva I.2 Operationen an der Wirbels‰ule, , , , 
Regionalspital Surselva I.2.1.F,,,,29
Regionalspital Surselva I.2.2.M,0,0,,12
Regionalspital Surselva I.3 H¸ftgelenknahe Frakturen, , , , 
Regionalspital Surselva I.3.1.M,0.045,0.025,1.8,22
Regionalspital Surselva I.3.2.M,,,,<10
Regionalspital Surselva I.3.3.M,,,,<10
Regionalspital Surselva I.3.4.M,,,,<10
Regionalspital Surselva I.3.5.M,,,,<10
Regionalspital Surselva I.3.6.M,,,,<10
Regionalspital Surselva I.3.7.M,,,,0
Regionalspital Surselva I.3.8.M,0,0.034,0,25
Regionalspital Surselva J Komplexe heterogene Krankheitsbilder (Tracer f¸r Peer Review), , , , 
Regionalspital Surselva J.1 Beatmung, , , , 
Regionalspital Surselva J.1.1.M,,,,0
Regionalspital Surselva J.2 Sepsis, , , , 
Regionalspital Surselva J.2.1.M,0.15,0.211,0.7,20
Institution Indikator,beobachtete Rate 2009,erwartete Rate 2009,SMR 2009,Fallzahl 2009
Spitalverbund AR Spital Heiden A Erkrankungen des Herzens, , , , 
Spitalverbund AR Spital Heiden A.1 Herzinfarkt, , , , 
Spitalverbund AR Spital Heiden A.1.1.M,0,0.068,0,28
Spitalverbund AR Spital Heiden A.1.2.M,,,,<10
Spitalverbund AR Spital Heiden A.1.3.M,,,,<10
Spitalverbund AR Spital Heiden A.1.4.M,0,0.065,0,15
Spitalverbund AR Spital Heiden A.1.5.M,,,,<10
Spitalverbund AR Spital Heiden A.1.6.P,,,,<10
Spitalverbund AR Spital Heiden A.1.7.M,0,0.126,0,17
Spitalverbund AR Spital Heiden A.1.8.M,,,,<10
Spitalverbund AR Spital Heiden A.1.9.P,0,0.065,,0
Spitalverbund AR Spital Heiden A.1.10.M,0,0.057,0,14
Spitalverbund AR Spital Heiden A.1.11.M,0,0.056,0,14
Spitalverbund AR Spital Heiden A.2 Herzinsuffizienz, , , , 
Spitalverbund AR Spital Heiden A.2.1.M,0.065,0.091,0.7,46
Spitalverbund AR Spital Heiden A.2.2.M,,,,0
Spitalverbund AR Spital Heiden A.2.3.M,,,,<10
Spitalverbund AR Spital Heiden A.2.4.M,0.042,0.073,0.6,24
Spitalverbund AR Spital Heiden A.2.5.M,0.111,0.125,0.9,18
Spitalverbund AR Spital Heiden A.3 Linksherzkatheter (LHK), , , , 
Spitalverbund AR Spital Heiden A.3.1.F,,,,<10
Spitalverbund AR Spital Heiden A.3.2.M,,,,<10
Spitalverbund AR Spital Heiden A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19) Mortalit‰t,,,,0
Spitalverbund AR Spital Heiden A.3.4.M,,,,<10
Spitalverbund AR Spital Heiden A.3.5.P,0,0.377,,0
Spitalverbund AR Spital Heiden A.3.6.F,,,,0
Spitalverbund AR Spital Heiden A.4 Herzrhythmusstˆrungen, , , , 
Spitalverbund AR Spital Heiden A.4.1.F,,,,15
Spitalverbund AR Spital Heiden A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Spitalverbund AR Spital Heiden A.5.1.F,,,,<10
Spitalverbund AR Spital Heiden A.5.2.F,,,,0
Spitalverbund AR Spital Heiden A.6 Ablative Therapie, , , , 
Spitalverbund AR Spital Heiden A.6.1.F,,,,0
Spitalverbund AR Spital Heiden A.6.2.F,,,,0
Spitalverbund AR Spital Heiden A.7 Operationen am Herzen, , , , 
Spitalverbund AR Spital Heiden A.7.1.F,,,,0
Spitalverbund AR Spital Heiden A.7.2.F,,,,0
Spitalverbund AR Spital Heiden A.7.3.F,,,,0
Spitalverbund AR Spital Heiden A.7.4.F,,,,0
Spitalverbund AR Spital Heiden A.7.5.F,,,,0
Spitalverbund AR Spital Heiden A.7.6.F,,,,0
Spitalverbund AR Spital Heiden A.7.7.M,,,,0
Spitalverbund AR Spital Heiden A.7.11.M,,,,0
Spitalverbund AR Spital Heiden A.7.12.M,,,,0
Spitalverbund AR Spital Heiden A.7.13.M,,,,0
Spitalverbund AR Spital Heiden A.7.14.M,,,,0
Spitalverbund AR Spital Heiden A.7.15.M,,,,0
Spitalverbund AR Spital Heiden A.7.16.M,,,,0
Spitalverbund AR Spital Heiden A.7.17.M,,,,0
Spitalverbund AR Spital Heiden A.7.18.P,,,,0
Spitalverbund AR Spital Heiden B.1 Schlaganfall, , , , 
Spitalverbund AR Spital Heiden B.1.1.M,0,0.126,0,18
Spitalverbund AR Spital Heiden B.1.2.M,,,,0
Spitalverbund AR Spital Heiden B.1.3.M,,,,<10
Spitalverbund AR Spital Heiden B.1.4.M,0,0.123,0,13
Spitalverbund AR Spital Heiden B.1.5.M,,,,<10
Spitalverbund AR Spital Heiden B.1.6.P,0,0.079,,0
Spitalverbund AR Spital Heiden B.1.7.M,0,0.09,0,12
Spitalverbund AR Spital Heiden B.1.8.M,0,0.083,0,11
Spitalverbund AR Spital Heiden B.1.9.P,0,0.076,,0
Spitalverbund AR Spital Heiden B.1.9.M,,,,0
Spitalverbund AR Spital Heiden B.1.10.M,,,,<10
Spitalverbund AR Spital Heiden B.1.11.M,,,,<10
Spitalverbund AR Spital Heiden B.1.12.P,,,,<10
Spitalverbund AR Spital Heiden B.1.12.M,,,,<10
Spitalverbund AR Spital Heiden B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Spitalverbund AR Spital Heiden B.2.1.M,,,,<10
Spitalverbund AR Spital Heiden B.2.2.P,0,0.005,,0
Spitalverbund AR Spital Heiden C Geriatrische Fr¸hrehablitation, , , , 
Spitalverbund AR Spital Heiden C.1 Geriatrische Fr¸hrehabilitation, , , , 
Spitalverbund AR Spital Heiden C.1.1.F,,,,0
Spitalverbund AR Spital Heiden D Erkrankungen der Lunge, , , , 
Spitalverbund AR Spital Heiden D.1 Lungenentz¸ndung (Pneumonie), , , , 
Spitalverbund AR Spital Heiden D.1.1.M,0.021,0.063,0.3,48
Spitalverbund AR Spital Heiden D.1.2.M,,,,0
Spitalverbund AR Spital Heiden D.1.3.M,,,,<10
Spitalverbund AR Spital Heiden D.1.4.M,0,0.038,0,11
Spitalverbund AR Spital Heiden D.1.5.M,0.038,0.069,0.6,26
Spitalverbund AR Spital Heiden D.1.6.M,,,,<10
Spitalverbund AR Spital Heiden D.1.7.M,,,,0
Spitalverbund AR Spital Heiden D.1.8.M,0.023,0.048,0.5,43
Spitalverbund AR Spital Heiden D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Spitalverbund AR Spital Heiden D.2.1.M,0.045,0.041,1.1,22
Spitalverbund AR Spital Heiden D.2.2.M,,,,<10
Spitalverbund AR Spital Heiden D.2.3.M,,,,<10
Spitalverbund AR Spital Heiden D.2.4.M,,,,<10
Spitalverbund AR Spital Heiden D.2.5.M,,,,0
Spitalverbund AR Spital Heiden D.2.6.P,,,,<10
Spitalverbund AR Spital Heiden D.2.6.M,,,,<10
Spitalverbund AR Spital Heiden D.3 Lungenkrebs, , , , 
Spitalverbund AR Spital Heiden D.3.1.F,,,,12
Spitalverbund AR Spital Heiden D.4 Operationen an der Lunge, , , , 
Spitalverbund AR Spital Heiden D.4.1.M,,,,0
Spitalverbund AR Spital Heiden D.4.2.P,,,,0
Spitalverbund AR Spital Heiden D.4.2.M,,,,0
Spitalverbund AR Spital Heiden D.4.3.M,,,,0
Spitalverbund AR Spital Heiden E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Spitalverbund AR Spital Heiden E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Spitalverbund AR Spital Heiden E.1.1.M,0,0.001,0,19
Spitalverbund AR Spital Heiden E.1.2.P,0.895,0.931,,17
Spitalverbund AR Spital Heiden E.2 Hernienoperationen, , , , 
Spitalverbund AR Spital Heiden E.2.1.M,0.018,0.001,12.9,55
Spitalverbund AR Spital Heiden E.2.2.M,,,,<10
Spitalverbund AR Spital Heiden E.3 Eingriffe an der Schilddr¸se, , , , 
Spitalverbund AR Spital Heiden E.3.1.F,,,,0
Spitalverbund AR Spital Heiden E.3.2.P,,,,0
Spitalverbund AR Spital Heiden E.3.3.F,,,,0
Spitalverbund AR Spital Heiden E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen), , , , 
Spitalverbund AR Spital Heiden E.4.1.M,0.111,0.079,1.4,18
Spitalverbund AR Spital Heiden E.4.2.M,,,,<10
Spitalverbund AR Spital Heiden E.4.3.M,,,,<10
Spitalverbund AR Spital Heiden E.4.4.M,,,,0
Spitalverbund AR Spital Heiden E.4.5.M,,,,<10
Spitalverbund AR Spital Heiden E.4.6.M,,,,<10
Spitalverbund AR Spital Heiden E.4.7.M,,,,0
Spitalverbund AR Spital Heiden E.4.8.F,,,,<10
Spitalverbund AR Spital Heiden E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom,,,,0
Spitalverbund AR Spital Heiden E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom,,,,<10
Spitalverbund AR Spital Heiden E.5 Operationen am Magen, , , , 
Spitalverbund AR Spital Heiden E.5.1.F,,,,0
Spitalverbund AR Spital Heiden E.5.2.M,,,,0
Spitalverbund AR Spital Heiden E.5.3.M,,,,0
Spitalverbund AR Spital Heiden E.6 Operationen am ÷sophagus, , , , 
Spitalverbund AR Spital Heiden E.6.1.M,,,,0
Spitalverbund AR Spital Heiden E.7 Operationen am Pankreas, , , , 
Spitalverbund AR Spital Heiden E.7.1.M,,,,0
Spitalverbund AR Spital Heiden F Operationen an Gef‰ssen, , , , 
Spitalverbund AR Spital Heiden F.1 Extrakranielle Gef‰ssoperationen, , , , 
Spitalverbund AR Spital Heiden F.1.1.M,,,,0
Spitalverbund AR Spital Heiden F.1.2.M,,,,0
Spitalverbund AR Spital Heiden F.1.3.F,,,,0
Spitalverbund AR Spital Heiden F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma), , , , 
Spitalverbund AR Spital Heiden F.2.1.F,,,,0
Spitalverbund AR Spital Heiden F.2.2.M,,,,0
Spitalverbund AR Spital Heiden F.2.3.M,,,,0
Spitalverbund AR Spital Heiden F.2.4.F,,,,0
Spitalverbund AR Spital Heiden F.2.5.M,,,,0
Spitalverbund AR Spital Heiden F.3 Operationen an Becken≠/Beinarterien, , , , 
Spitalverbund AR Spital Heiden F.3.1.F,,,,0
Spitalverbund AR Spital Heiden F.3.2.M,,,,0
Spitalverbund AR Spital Heiden F.3.3.M,,,,0
Spitalverbund AR Spital Heiden F.3.4.M,,,,0
Spitalverbund AR Spital Heiden F.3.5.M,,,,0
Spitalverbund AR Spital Heiden F.3.6.M,,,,0
Spitalverbund AR Spital Heiden F.3.7.M,,,,0
Spitalverbund AR Spital Heiden F.3.8.F,,,,0
Spitalverbund AR Spital Heiden F.3.9.F,,,,0
Spitalverbund AR Spital Heiden F.4 Amputationen, , , , 
Spitalverbund AR Spital Heiden F.4.1.M,,,,<10
Spitalverbund AR Spital Heiden F.4.2.M,,,,<10
Spitalverbund AR Spital Heiden G Geburtshilfe und Frauenheilkunde, , , , 
Spitalverbund AR Spital Heiden G.1 Geburten, , , , 
Spitalverbund AR Spital Heiden G.1.1.F,,,,458
Spitalverbund AR Spital Heiden G.1.1.P,0,0,,0
Spitalverbund AR Spital Heiden G.1.2.P,0.031,0.029,,10
Spitalverbund AR Spital Heiden G.1.3.P,0.129,0.289,,41
Spitalverbund AR Spital Heiden G.1.4.P,0.303,0.325,,139
Spitalverbund AR Spital Heiden G.2 Neugeborene, , , , 
Spitalverbund AR Spital Heiden G.2.1.F,,,,<10
Spitalverbund AR Spital Heiden G.2.2.F,,,,0
Spitalverbund AR Spital Heiden G.2.3.F,,,,<10
Spitalverbund AR Spital Heiden G.2.4.F,,,,0
Spitalverbund AR Spital Heiden G.2.5.F,,,,0
Spitalverbund AR Spital Heiden G.2.6.F,,,,<10
Spitalverbund AR Spital Heiden G.2.7.F,,,,0
Spitalverbund AR Spital Heiden G.2.8.F,,,,17
Spitalverbund AR Spital Heiden G.2.9.F,,,,443
Spitalverbund AR Spital Heiden G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Spitalverbund AR Spital Heiden G.3.1.M,0,0,0,32
Spitalverbund AR Spital Heiden G.3.2.P,0.938,0.73,,30
Spitalverbund AR Spital Heiden G.4 Brustkrebs, , , , 
Spitalverbund AR Spital Heiden G.4.1.F,,,,18
Spitalverbund AR Spital Heiden G.5 Eingriffe an der Brust, , , , 
Spitalverbund AR Spital Heiden G.5.1.F,,,,25
Spitalverbund AR Spital Heiden G.5.2.F,,,,14
Spitalverbund AR Spital Heiden G.5.3.P,,,,<10
Spitalverbund AR Spital Heiden H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Spitalverbund AR Spital Heiden H.1 Entfernung der Niere (Nephrektomie), , , , 
Spitalverbund AR Spital Heiden H.1.1.M,,,,<10
Spitalverbund AR Spital Heiden H.1.2.P,0,0.212,,0
Spitalverbund AR Spital Heiden H.1.3.P Anteil partielle Nephrektomie,0,0.258,,0
Spitalverbund AR Spital Heiden H.1.3.M,,,,0
Spitalverbund AR Spital Heiden H.1.4.P,,,,0
Spitalverbund AR Spital Heiden H.2 Nierensteine, , , , 
Spitalverbund AR Spital Heiden H.2.1.F,,,,13
Spitalverbund AR Spital Heiden H.2.2.P,,,,<10
Spitalverbund AR Spital Heiden H.3 Eingriffe an der Harnblase, , , , 
Spitalverbund AR Spital Heiden H.3.1.F,,,,<10
Spitalverbund AR Spital Heiden H.3.2.F,,,,<10
Spitalverbund AR Spital Heiden H.3.3.F,,,,<10
Spitalverbund AR Spital Heiden H.3.4.P,0,0.04,,0
Spitalverbund AR Spital Heiden H.3.5.M,,,,0
Spitalverbund AR Spital Heiden H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Spitalverbund AR Spital Heiden H.4.1.M,0,0.001,0,52
Spitalverbund AR Spital Heiden H.5 Prostatakarzinom, , , , 
Spitalverbund AR Spital Heiden H.5.1.F,,,,20
Spitalverbund AR Spital Heiden H.5.2.M,0,0.004,0,11
Spitalverbund AR Spital Heiden I Orthop‰dische und unfallchirurgische Krankheitsbilder, , , , 
Spitalverbund AR Spital Heiden I.1 Gelenkersatz Totalendoprothese (TEP), , , , 
Spitalverbund AR Spital Heiden I.1.1.M,0,0,0,16
Spitalverbund AR Spital Heiden I.1.2.M,,,,0
Spitalverbund AR Spital Heiden I.1.3.M,0,0.001,0,24
Spitalverbund AR Spital Heiden I.1.4.M,,,,<10
Spitalverbund AR Spital Heiden I.1.5.M,,,,0
Spitalverbund AR Spital Heiden I.2 Operationen an der Wirbels‰ule, , , , 
Spitalverbund AR Spital Heiden I.2.1.F,,,,49
Spitalverbund AR Spital Heiden I.2.2.M,0,0,,23
Spitalverbund AR Spital Heiden I.3 H¸ftgelenknahe Frakturen, , , , 
Spitalverbund AR Spital Heiden I.3.1.M,,,,<10
Spitalverbund AR Spital Heiden I.3.2.M,,,,0
Spitalverbund AR Spital Heiden I.3.3.M,,,,0
Spitalverbund AR Spital Heiden I.3.4.M,,,,<10
Spitalverbund AR Spital Heiden I.3.5.M,,,,0
Spitalverbund AR Spital Heiden I.3.6.M,,,,<10
Spitalverbund AR Spital Heiden I.3.7.M,,,,<10
Spitalverbund AR Spital Heiden I.3.8.M,,,,<10
Spitalverbund AR Spital Heiden J Komplexe heterogene Krankheitsbilder (Tracer f¸r Peer Review), , , , 
Spitalverbund AR Spital Heiden J.1 Beatmung, , , , 
Spitalverbund AR Spital Heiden J.1.1.M,,,,0
Spitalverbund AR Spital Heiden J.2 Sepsis, , , , 
Spitalverbund AR Spital Heiden J.2.1.M,0.158,0.186,0.8,19
Institution Indikator,beobachtete Rate 2009,erwartete Rate 2009,SMR 2009,Fallzahl 2009
Spital Davos A Erkrankungen des Herzens, , , , 
Spital Davos A.1 Herzinfarkt, , , , 
Spital Davos A.1.1.M,0.176,0.103,1.7,17
Spital Davos A.1.2.M,,,,0
Spital Davos A.1.3.M,,,,<10
Spital Davos A.1.4.M,0,0.069,0,10
Spital Davos A.1.5.M,,,,<10
Spital Davos A.1.6.P,,,,<10
Spital Davos A.1.7.M,0.214,0.147,1.5,14
Spital Davos A.1.8.M,,,,0
Spital Davos A.1.9.P,,,,<10
Spital Davos A.1.10.M,,,,<10
Spital Davos A.1.11.M,,,,<10
Spital Davos A.2 Herzinsuffizienz, , , , 
Spital Davos A.2.1.M,0.095,0.085,1.1,21
Spital Davos A.2.2.M,,,,<10
Spital Davos A.2.3.M,,,,<10
Spital Davos A.2.4.M,0.167,0.076,2.2,12
Spital Davos A.2.5.M,,,,<10
Spital Davos A.3 Linksherzkatheter (LHK), , , , 
Spital Davos A.3.1.F,,,,<10
Spital Davos A.3.2.M,,,,<10
Spital Davos A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19) Mortalit‰t,,,,0
Spital Davos A.3.4.M,,,,0
Spital Davos A.3.5.P,,,,0
Spital Davos A.3.6.F,,,,0
Spital Davos A.4 Herzrhythmusstˆrungen, , , , 
