hospital_indicator,observed_rate_2008,expected_rate_2008,SMR_2008,number_of_cases_2008
Hôpital Jules Daler A.7.18.P,,,,0
Hôpital Jules Daler B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Hôpital Jules Daler B.1.1.M,,,,<10
Hôpital Jules Daler B.1.2.M,,,,0
Hôpital Jules Daler B.1.3.M,,,,0
Hôpital Jules Daler B.1.4.M,,,,<10
Hôpital Jules Daler B.1.5.M,,,,0
Hôpital Jules Daler B.1.6.P,...,...,,...
Hôpital Jules Daler B.1.7.M,,,,0
Hôpital Jules Daler B.1.8.M,,,,0
Hôpital Jules Daler B.1.9.P,,,,0
Hôpital Jules Daler B.1.9.M,,,,0
Hôpital Jules Daler B.1.10.M,,,,<10
Hôpital Jules Daler B.1.11.M,,,,0
Hôpital Jules Daler B.1.12.P,0,0.157,,0
Hôpital Jules Daler B.1.12.M,,,,0
Hôpital Jules Daler B.2 Accident ischEmique transitoire (AIT), , , , 
Hôpital Jules Daler B.2.1.M,,,,0
Hôpital Jules Daler B.2.2.P,...,...,,...
Hôpital Jules Daler C REEducation gEriatrique prEcoce, , , , 
Hôpital Jules Daler C.1 REEducation gEriatrique prEcoce, , , , 
Hôpital Jules Daler C.1.1.F,,,,...
Hôpital Jules Daler D Maladies pulmonaires, , , , 
Hôpital Jules Daler D.1 Pneumonie, , , , 
Hôpital Jules Daler D.1.1.M,,,,<10
Hôpital Jules Daler D.1.2.M,,,,0
Hôpital Jules Daler D.1.3.M,,,,0
Hôpital Jules Daler D.1.4.M,,,,<10
Hôpital Jules Daler D.1.5.M,,,,0
Hôpital Jules Daler D.1.6.M,,,,<10
Hôpital Jules Daler D.1.7.M,,,,0
Hôpital Jules Daler D.1.8.M,,,,<10
Hôpital Jules Daler D.2 Broncho-pneumopathie chronique obstructive (BPCO), , , , 
Hôpital Jules Daler D.2.1.M,,,,0
Hôpital Jules Daler D.2.2.M,...,...,...,...
Hôpital Jules Daler D.2.3.M,...,...,...,...
Hôpital Jules Daler D.2.4.M,...,...,...,...
Hôpital Jules Daler D.2.5.M,...,...,...,...
Hôpital Jules Daler D.2.6.P,...,...,,...
Hôpital Jules Daler D.2.6.M,...,...,...,...
Hôpital Jules Daler D.3 Cancer du poumon (carcinome bronchique), , , , 
Hôpital Jules Daler D.3.1.F,,,,<10
Hôpital Jules Daler D.4 OpErations du poumon, , , , 
Hôpital Jules Daler D.4.1.M,,,,<10
Hôpital Jules Daler D.4.2.P,,,,0
Hôpital Jules Daler D.4.2.M,,,,0
Hôpital Jules Daler D.4.3.M,,,,0
Hôpital Jules Daler E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Hôpital Jules Daler E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Hôpital Jules Daler E.1.1.M,0,0.002,0,99
Hôpital Jules Daler E.1.2.P,0.98,0.92,,97
Hôpital Jules Daler E.2 REparations de hernie, , , , 
Hôpital Jules Daler E.2.1.M,0,0.001,0,230
Hôpital Jules Daler E.2.2.M,,,,<10
Hôpital Jules Daler E.3 OpErations de la thyroÔde, , , , 
Hôpital Jules Daler E.3.1.F,,,,54
Hôpital Jules Daler E.3.2.P,0,0.002,,0
Hôpital Jules Daler E.3.3.F,,,,...
Hôpital Jules Daler E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales), , , , 
Hôpital Jules Daler E.4.1.M,0,0.032,0,57
Hôpital Jules Daler E.4.2.M,0,0.021,0,19
Hôpital Jules Daler E.4.3.M,,,,<10
Hôpital Jules Daler E.4.4.M,0,0.023,0,10
Hôpital Jules Daler E.4.5.M,0,0,,10
Hôpital Jules Daler E.4.6.M,,,,<10
Hôpital Jules Daler E.4.7.M,,,,0
Hôpital Jules Daler E.4.8.F,,,,12
Hôpital Jules Daler E.4.9.F Interventions colorectales locales pour cancer colorectal,,,,<10
Hôpital Jules Daler E.4.10.F Interventions colorectales locales affection autre que cancer colorectal,,,,<10
Hôpital Jules Daler E.5 OpErations de l'estomac, , , , 
Hôpital Jules Daler E.5.1.F,,,,<10
Hôpital Jules Daler E.5.2.M,,,,<10
Hôpital Jules Daler E.5.3.M,,,,0
Hôpital Jules Daler E.6 OpErations de líúsophage, , , , 
Hôpital Jules Daler E.6.1.M,,,,0
Hôpital Jules Daler E.7 OpErations du pancrEas, , , , 
Hôpital Jules Daler E.7.1.M,,,,<10
Hôpital Jules Daler F OpErations de vaisseaux, , , , 
Hôpital Jules Daler F.1 OpErations des vaisseaux extra≠cr‚niens, , , , 
Hôpital Jules Daler F.1.1.M,,,,0
Hôpital Jules Daler F.1.2.M,,,,0
Hôpital Jules Daler F.1.3.F,,,,0
Hôpital Jules Daler F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte), , , , 
Hôpital Jules Daler F.2.1.F,,,,0
Hôpital Jules Daler F.2.2.M,,,,0
Hôpital Jules Daler F.2.3.M,,,,0
Hôpital Jules Daler F.2.4.F,,,,0
Hôpital Jules Daler F.2.5.M,,,,0
Hôpital Jules Daler F.3 OpErations des artËres du bassin et des jambes, , , , 
Hôpital Jules Daler F.3.1.F,,,,<10
Hôpital Jules Daler F.3.2.M,...,...,...,...
Hôpital Jules Daler F.3.3.M,...,...,...,...
Hôpital Jules Daler F.3.4.M,...,...,...,...
Hôpital Jules Daler F.3.5.M,,,,0
Hôpital Jules Daler F.3.6.M,,,,0
Hôpital Jules Daler F.3.7.M,,,,<10
Hôpital Jules Daler F.3.8.F,,,,0
Hôpital Jules Daler F.3.9.F,,,,<10
Hôpital Jules Daler F.4 Amputations, , , , 
Hôpital Jules Daler F.4.1.M,,,,0
Hôpital Jules Daler F.4.2.M,,,,<10
Hôpital Jules Daler G GynEcologie et obstEtrique, , , , 
Hôpital Jules Daler G.1 Accouchements, , , , 
Hôpital Jules Daler G.1.1.F,,,,920
Hôpital Jules Daler G.1.1.P,0,0,,0
Hôpital Jules Daler G.1.2.P,0.026,0.028,,16
Hôpital Jules Daler G.1.3.P,0.489,0.291,,302
Hôpital Jules Daler G.1.4.P,0.328,0.328,,302
Hôpital Jules Daler G.2 Nouveau≠nEs, , , , 
Hôpital Jules Daler G.2.1.F,,,,...
Hôpital Jules Daler G.2.2.F,,,,...
Hôpital Jules Daler G.2.3.F,,,,...
Hôpital Jules Daler G.2.4.F,,,,...
Hôpital Jules Daler G.2.5.F,,,,...
Hôpital Jules Daler G.2.6.F,,,,...
Hôpital Jules Daler G.2.7.F,,,,...
Hôpital Jules Daler G.2.8.F,,,,...
Hôpital Jules Daler G.2.9.F,,,,...
Hôpital Jules Daler G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Hôpital Jules Daler G.3.1.M,0,0,,160
Hôpital Jules Daler G.3.2.P,0.772,0.707,,122
Hôpital Jules Daler G.4 Cancer du sein, , , , 
Hôpital Jules Daler G.4.1.F,,,,74
Hôpital Jules Daler G.5 Interventions du sein, , , , 
Hôpital Jules Daler G.5.1.F,,,,41
Hôpital Jules Daler G.5.2.F,,,,31
Hôpital Jules Daler G.5.3.P,,,,<10
Hôpital Jules Daler H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Hôpital Jules Daler H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Hôpital Jules Daler H.1.1.M,0,0.011,0,11
Hôpital Jules Daler H.1.2.P,0,0.242,,0
Hôpital Jules Daler H.1.3.P NEphrectomie partielle pourcentage,,,,<10
Hôpital Jules Daler H.1.3.M,,,,<10
Hôpital Jules Daler H.1.4.P,0,0.16,,0
Hôpital Jules Daler H.2 Calculs rEnaux, , , , 
Hôpital Jules Daler H.2.1.F,,,,135
Hôpital Jules Daler H.2.2.P,0.807,0.43,,109
Hôpital Jules Daler H.3 OpErations de la vessie, , , , 
Hôpital Jules Daler H.3.1.F,,,,103
Hôpital Jules Daler H.3.2.F,,,,68
Hôpital Jules Daler H.3.3.F,,,,59
Hôpital Jules Daler H.3.4.P,...,...,,...
Hôpital Jules Daler H.3.5.M,,,,<10
Hôpital Jules Daler H.4 REsection prostatique transurEtrale (TURP), , , , 
Hôpital Jules Daler H.4.1.M,0,0.002,0,119
Hôpital Jules Daler H.5 Carcinome de la prostate, , , , 
Hôpital Jules Daler H.5.1.F,,,,46
Hôpital Jules Daler H.5.2.M,0,0.001,0,32
Hôpital Jules Daler I Affections orthopEdiques et traumatologiques, , , , 
Hôpital Jules Daler I.1 Remplacement de l'articulation endoprothËse totale (EPT), , , , 
Hôpital Jules Daler I.1.1.M,0,0.001,0,70
Hôpital Jules Daler I.1.2.M,,,,<10
Hôpital Jules Daler I.1.3.M,,,,<10
Hôpital Jules Daler I.1.4.M,,,,<10
Hôpital Jules Daler I.1.5.M,,,,0
Hôpital Jules Daler I.2 OpErations de la colonne vertEbrale, , , , 
Hôpital Jules Daler I.2.1.F,,,,0
Hôpital Jules Daler I.2.2.M,,,,0
Hôpital Jules Daler I.3 Fractures mEtaphysaires de la hanche, , , , 
Hôpital Jules Daler I.3.1.M,,,,0
Hôpital Jules Daler I.3.2.M,,,,0
Hôpital Jules Daler I.3.3.M,,,,0
Hôpital Jules Daler I.3.4.M,,,,0
Hôpital Jules Daler I.3.5.M,,,,0
Hôpital Jules Daler I.3.6.M,,,,0
Hôpital Jules Daler I.3.7.M,,,,0
Hôpital Jules Daler I.3.8.M,,,,<10
Hôpital Jules Daler J Affections complexes hEtErogËnes (indicateur pour peer review), , , , 
Hôpital Jules Daler J.1 Respiration artificielle, , , , 
Hôpital Jules Daler J.1.1.M,,,,0
Hôpital Jules Daler J.2 Etats septiques, , , , 
Hôpital Jules Daler J.2.1.M,,,,0
Institution Indikator,beobachtete Rate 2008,erwartete Rate 2008,SMR 2008,Fallzahl 2008
Spital Affoltern A Erkrankungen des Herzens, , , , 
Spital Affoltern A.1 Herzinfarkt, , , , 
Spital Affoltern A.1.1.M,0.096,0.098,1,52
Spital Affoltern A.1.2.M,,,,<10
Spital Affoltern A.1.3.M,0,0.036,0,15
Spital Affoltern A.1.4.M,0.111,0.088,1.3,27
Spital Affoltern A.1.5.M,,,,<10
Spital Affoltern A.1.6.P,,,,<10
Spital Affoltern A.1.7.M,0.147,0.163,0.9,34
Spital Affoltern A.1.8.M,,,,<10
Spital Affoltern A.1.9.P,,,,<10
Spital Affoltern A.1.10.M,0.121,0.112,1.1,33
Spital Affoltern A.1.11.M,0.059,0.055,1.1,17
Spital Affoltern A.2 Herzinsuffizienz, , , , 
Spital Affoltern A.2.1.M,0.095,0.093,1,42
Spital Affoltern A.2.2.M,,,,0
Spital Affoltern A.2.3.M,,,,<10
Spital Affoltern A.2.4.M,0.095,0.084,1.1,21
Spital Affoltern A.2.5.M,0.111,0.114,1,18
Spital Affoltern A.3 Linksherzkatheter (LHK), , , , 
Spital Affoltern A.3.1.F,,,,<10
Spital Affoltern A.3.2.M,,,,<10
Spital Affoltern A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19) Mortalit‰t,,,,0
Spital Affoltern A.3.4.M,,,,<10
Spital Affoltern A.3.5.P,0,0.382,,0
Spital Affoltern A.3.6.F,,,,0
Spital Affoltern A.4 Herzrhythmusstˆrungen, , , , 
Spital Affoltern A.4.1.F,,,,25
Spital Affoltern A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Spital Affoltern A.5.1.F,,,,0
Spital Affoltern A.5.2.F,,,,0
Spital Affoltern A.6 Ablative Therapie, , , , 
Spital Affoltern A.6.1.F,,,,0
Spital Affoltern A.6.2.F,,,,0
Spital Affoltern A.7 Operationen am Herzen, , , , 
Spital Affoltern A.7.1.F,,,,0
Spital Affoltern A.7.2.F,,,,0
Spital Affoltern A.7.3.F,,,,0
Spital Affoltern A.7.4.F,,,,0
Spital Affoltern A.7.5.F,,,,0
Spital Affoltern A.7.6.F,,,,0
Spital Affoltern A.7.7.M,,,,0
Spital Affoltern A.7.11.M,,,,0
Spital Affoltern A.7.12.M,,,,0
Spital Affoltern A.7.13.M,,,,0
Spital Affoltern A.7.14.M,,,,0
Spital Affoltern A.7.15.M,,,,0
Spital Affoltern A.7.16.M,,,,0
Spital Affoltern A.7.17.M,,,,0
Spital Affoltern A.7.18.P,,,,0
Spital Affoltern B.1 Schlaganfall, , , , 
Spital Affoltern B.1.1.M,0.129,0.128,1,31
Spital Affoltern B.1.2.M,,,,0
Spital Affoltern B.1.3.M,,,,<10
Spital Affoltern B.1.4.M,0.1,0.123,0.8,20
Spital Affoltern B.1.5.M,,,,<10
Spital Affoltern B.1.6.P,...,...,,...
Spital Affoltern B.1.7.M,0.048,0.071,0.7,21
Spital Affoltern B.1.8.M,0,0.07,0,19
Spital Affoltern B.1.9.P,0,0.078,,0
Spital Affoltern B.1.9.M,,,,0
Spital Affoltern B.1.10.M,,,,<10
Spital Affoltern B.1.11.M,,,,<10
Spital Affoltern B.1.12.P,,,,<10
Spital Affoltern B.1.12.M,,,,<10
Spital Affoltern B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Spital Affoltern B.2.1.M,0,0.003,0,12
Spital Affoltern B.2.2.P,...,...,,...
Spital Affoltern C Geriatrische Fr¸hrehablitation, , , , 
Spital Affoltern C.1 Geriatrische Fr¸hrehabilitation, , , , 
Spital Affoltern C.1.1.F,,,,...
Spital Affoltern D Erkrankungen der Lunge, , , , 
Spital Affoltern D.1 Lungenentz¸ndung (Pneumonie), , , , 
Spital Affoltern D.1.1.M,0.032,0.072,0.4,63
Spital Affoltern D.1.2.M,,,,0
Spital Affoltern D.1.3.M,,,,<10
Spital Affoltern D.1.4.M,0,0.04,0,15
Spital Affoltern D.1.5.M,0.034,0.069,0.5,29
Spital Affoltern D.1.6.M,0.067,0.126,0.5,15
Spital Affoltern D.1.7.M,,,,0
Spital Affoltern D.1.8.M,0.016,0.059,0.3,61
Spital Affoltern D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Spital Affoltern D.2.1.M,0,0.03,0,13
Spital Affoltern D.2.2.M,...,...,...,...
Spital Affoltern D.2.3.M,...,...,...,...
Spital Affoltern D.2.4.M,...,...,...,...
Spital Affoltern D.2.5.M,...,...,...,...
Spital Affoltern D.2.6.P,...,...,,...
Spital Affoltern D.2.6.M,...,...,...,...
Spital Affoltern D.3 Lungenkrebs, , , , 
Spital Affoltern D.3.1.F,,,,11
Spital Affoltern D.4 Operationen an der Lunge, , , , 
Spital Affoltern D.4.1.M,,,,0
Spital Affoltern D.4.2.P,,,,0
Spital Affoltern D.4.2.M,,,,0
Spital Affoltern D.4.3.M,,,,0
Spital Affoltern E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Spital Affoltern E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Spital Affoltern E.1.1.M,0,0.003,0,51
Spital Affoltern E.1.2.P,0.961,0.92,,49
Spital Affoltern E.2 Hernienoperationen, , , , 
Spital Affoltern E.2.1.M,0,0.001,0,119
Spital Affoltern E.2.2.M,,,,<10
Spital Affoltern E.3 Eingriffe an der Schilddr¸se, , , , 
Spital Affoltern E.3.1.F,,,,0
Spital Affoltern E.3.2.P,,,,0
Spital Affoltern E.3.3.F,,,,...
Spital Affoltern E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen), , , , 
Spital Affoltern E.4.1.M,0.045,0.033,1.4,22
Spital Affoltern E.4.2.M,,,,<10
Spital Affoltern E.4.3.M,,,,0
Spital Affoltern E.4.4.M,,,,<10
Spital Affoltern E.4.5.M,0,0,,11
Spital Affoltern E.4.6.M,,,,<10
Spital Affoltern E.4.7.M,,,,0
Spital Affoltern E.4.8.F,,,,<10
Spital Affoltern E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom,,,,0
Spital Affoltern E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom,,,,<10
Spital Affoltern E.5 Operationen am Magen, , , , 
Spital Affoltern E.5.1.F,,,,0
Spital Affoltern E.5.2.M,,,,0
Spital Affoltern E.5.3.M,,,,0
Spital Affoltern E.6 Operationen am ÷sophagus, , , , 
Spital Affoltern E.6.1.M,,,,0
Spital Affoltern E.7 Operationen am Pankreas, , , , 
Spital Affoltern E.7.1.M,,,,0
Spital Affoltern F Operationen an Gef‰ssen, , , , 
Spital Affoltern F.1 Extrakranielle Gef‰ssoperationen, , , , 
Spital Affoltern F.1.1.M,,,,0
Spital Affoltern F.1.2.M,,,,0
Spital Affoltern F.1.3.F,,,,0
Spital Affoltern F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma), , , , 
Spital Affoltern F.2.1.F,,,,0
Spital Affoltern F.2.2.M,,,,0
Spital Affoltern F.2.3.M,,,,0
Spital Affoltern F.2.4.F,,,,0
Spital Affoltern F.2.5.M,,,,<10
Spital Affoltern F.3 Operationen an Becken≠/Beinarterien, , , , 
Spital Affoltern F.3.1.F,,,,0
Spital Affoltern F.3.2.M,...,...,...,...
Spital Affoltern F.3.3.M,...,...,...,...
Spital Affoltern F.3.4.M,...,...,...,...
Spital Affoltern F.3.5.M,,,,0
Spital Affoltern F.3.6.M,,,,0
Spital Affoltern F.3.7.M,,,,0
Spital Affoltern F.3.8.F,,,,0
Spital Affoltern F.3.9.F,,,,0
Spital Affoltern F.4 Amputationen, , , , 
Spital Affoltern F.4.1.M,,,,<10
Spital Affoltern F.4.2.M,,,,0
Spital Affoltern G Geburtshilfe und Frauenheilkunde, , , , 
Spital Affoltern G.1 Geburten, , , , 
Spital Affoltern G.1.1.F,,,,362
Spital Affoltern G.1.1.P,0,0,,0
Spital Affoltern G.1.2.P,,,,<10
Spital Affoltern G.1.3.P,0.175,0.291,,51
Spital Affoltern G.1.4.P,0.196,0.328,,71
Spital Affoltern G.2 Neugeborene, , , , 
Spital Affoltern G.2.1.F,,,,...
Spital Affoltern G.2.2.F,,,,...
Spital Affoltern G.2.3.F,,,,...
Spital Affoltern G.2.4.F,,,,...
Spital Affoltern G.2.5.F,,,,...
Spital Affoltern G.2.6.F,,,,...
Spital Affoltern G.2.7.F,,,,...
Spital Affoltern G.2.8.F,,,,...
Spital Affoltern G.2.9.F,,,,...
Spital Affoltern G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Spital Affoltern G.3.1.M,0,0.001,0,26
Spital Affoltern G.3.2.P,0.923,0.707,,24
Spital Affoltern G.4 Brustkrebs, , , , 
Spital Affoltern G.4.1.F,,,,32
Spital Affoltern G.5 Eingriffe an der Brust, , , , 
Spital Affoltern G.5.1.F,,,,28
Spital Affoltern G.5.2.F,,,,25
Spital Affoltern G.5.3.P,0.76,0.647,,19
Spital Affoltern H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Spital Affoltern H.1 Entfernung der Niere (Nephrektomie), , , , 
Spital Affoltern H.1.1.M,,,,0
Spital Affoltern H.1.2.P,,,,0
Spital Affoltern H.1.3.P Anteil partielle Nephrektomie,,,,0
Spital Affoltern H.1.3.M,,,,0
Spital Affoltern H.1.4.P,,,,0
Spital Affoltern H.2 Nierensteine, , , , 
Spital Affoltern H.2.1.F,,,,19
Spital Affoltern H.2.2.P,0,0.43,,0
Spital Affoltern H.3 Eingriffe an der Harnblase, , , , 
Spital Affoltern H.3.1.F,,,,<10
Spital Affoltern H.3.2.F,,,,0
Spital Affoltern H.3.3.F,,,,0
Spital Affoltern H.3.4.P,...,...,,...
Spital Affoltern H.3.5.M,,,,0
Spital Affoltern H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Spital Affoltern H.4.1.M,,,,0
Spital Affoltern H.5 Prostatakarzinom, , , , 
Spital Affoltern H.5.1.F,,,,<10
Spital Affoltern H.5.2.M,,,,0
Spital Affoltern I Orthop‰dische und unfallchirurgische Krankheitsbilder, , , , 
Spital Affoltern I.1 Gelenkersatz Totalendoprothese (TEP), , , , 
Spital Affoltern I.1.1.M,0,0.001,0,56
Spital Affoltern I.1.2.M,,,,<10
Spital Affoltern I.1.3.M,0,0,0,46
Spital Affoltern I.1.4.M,,,,0
Spital Affoltern I.1.5.M,,,,0
Spital Affoltern I.2 Operationen an der Wirbels‰ule, , , , 
Spital Affoltern I.2.1.F,,,,0
Spital Affoltern I.2.2.M,,,,0
Spital Affoltern I.3 H¸ftgelenknahe Frakturen, , , , 
Spital Affoltern I.3.1.M,0,0.043,0,19
Spital Affoltern I.3.2.M,,,,<10
Spital Affoltern I.3.3.M,,,,<10
Spital Affoltern I.3.4.M,,,,<10
Spital Affoltern I.3.5.M,,,,<10
Spital Affoltern I.3.6.M,,,,<10
Spital Affoltern I.3.7.M,,,,<10
Spital Affoltern I.3.8.M,0.1,0.031,3.2,10
Spital Affoltern J Komplexe heterogene Krankheitsbilder (Tracer f¸r Peer Review), , , , 
Spital Affoltern J.1 Beatmung, , , , 
Spital Affoltern J.1.1.M,,,,0
Spital Affoltern J.2 Sepsis, , , , 
Spital Affoltern J.2.1.M,0.2,0.157,1.3,10
Institution Indikator,beobachtete Rate 2008,erwartete Rate 2008,SMR 2008,Fallzahl 2008
Asana Gruppe AG Spital Menziken A Erkrankungen des Herzens, , , , 
Asana Gruppe AG Spital Menziken A.1 Herzinfarkt, , , , 
Asana Gruppe AG Spital Menziken A.1.1.M,0.054,0.081,0.7,56
Asana Gruppe AG Spital Menziken A.1.2.M,,,,<10
Asana Gruppe AG Spital Menziken A.1.3.M,0,0.022,0,16
Asana Gruppe AG Spital Menziken A.1.4.M,0.043,0.087,0.5,23
Asana Gruppe AG Spital Menziken A.1.5.M,0.2,0.209,1,10
Asana Gruppe AG Spital Menziken A.1.6.P,,,,<10
Asana Gruppe AG Spital Menziken A.1.7.M,0.136,0.171,0.8,22
Asana Gruppe AG Spital Menziken A.1.8.M,0,0.026,0,12
Asana Gruppe AG Spital Menziken A.1.9.P,,,,<10
Asana Gruppe AG Spital Menziken A.1.10.M,0.083,0.066,1.3,12
Asana Gruppe AG Spital Menziken A.1.11.M,0.05,0.053,0.9,40
Asana Gruppe AG Spital Menziken A.2 Herzinsuffizienz, , , , 
Asana Gruppe AG Spital Menziken A.2.1.M,0.065,0.101,0.6,62
Asana Gruppe AG Spital Menziken A.2.2.M,,,,0
Asana Gruppe AG Spital Menziken A.2.3.M,,,,<10
Asana Gruppe AG Spital Menziken A.2.4.M,0.061,0.086,0.7,33
Asana Gruppe AG Spital Menziken A.2.5.M,0.08,0.132,0.6,25
Asana Gruppe AG Spital Menziken A.3 Linksherzkatheter (LHK), , , , 
Asana Gruppe AG Spital Menziken A.3.1.F,,,,13
Asana Gruppe AG Spital Menziken A.3.2.M,,,,<10
Asana Gruppe AG Spital Menziken A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19) Mortalit‰t,,,,0
Asana Gruppe AG Spital Menziken A.3.4.M,,,,<10
Asana Gruppe AG Spital Menziken A.3.5.P,,,,<10
Asana Gruppe AG Spital Menziken A.3.6.F,,,,0
Asana Gruppe AG Spital Menziken A.4 Herzrhythmusstˆrungen, , , , 
Asana Gruppe AG Spital Menziken A.4.1.F,,,,27
Asana Gruppe AG Spital Menziken A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Asana Gruppe AG Spital Menziken A.5.1.F,,,,<10
Asana Gruppe AG Spital Menziken A.5.2.F,,,,0
Asana Gruppe AG Spital Menziken A.6 Ablative Therapie, , , , 
Asana Gruppe AG Spital Menziken A.6.1.F,,,,0
Asana Gruppe AG Spital Menziken A.6.2.F,,,,0
Asana Gruppe AG Spital Menziken A.7 Operationen am Herzen, , , , 
Asana Gruppe AG Spital Menziken A.7.1.F,,,,0
Asana Gruppe AG Spital Menziken A.7.2.F,,,,0
Asana Gruppe AG Spital Menziken A.7.3.F,,,,0
Asana Gruppe AG Spital Menziken A.7.4.F,,,,0
Asana Gruppe AG Spital Menziken A.7.5.F,,,,0
Asana Gruppe AG Spital Menziken A.7.6.F,,,,0
Asana Gruppe AG Spital Menziken A.7.7.M,,,,0
Asana Gruppe AG Spital Menziken A.7.11.M,,,,0
Asana Gruppe AG Spital Menziken A.7.12.M,,,,0
Asana Gruppe AG Spital Menziken A.7.13.M,,,,0
Asana Gruppe AG Spital Menziken A.7.14.M,,,,0
Asana Gruppe AG Spital Menziken A.7.15.M,,,,0
Asana Gruppe AG Spital Menziken A.7.16.M,,,,0
Asana Gruppe AG Spital Menziken A.7.17.M,,,,0
Asana Gruppe AG Spital Menziken A.7.18.P,,,,0
Asana Gruppe AG Spital Menziken B.1 Schlaganfall, , , , 
Asana Gruppe AG Spital Menziken B.1.1.M,0.048,0.117,0.4,21
Asana Gruppe AG Spital Menziken B.1.2.M,,,,<10
Asana Gruppe AG Spital Menziken B.1.3.M,,,,<10
Asana Gruppe AG Spital Menziken B.1.4.M,0,0.119,0,12
Asana Gruppe AG Spital Menziken B.1.5.M,,,,<10
Asana Gruppe AG Spital Menziken B.1.6.P,...,...,,...
Asana Gruppe AG Spital Menziken B.1.7.M,,,,<10
Asana Gruppe AG Spital Menziken B.1.8.M,,,,<10
Asana Gruppe AG Spital Menziken B.1.9.P,0,0.078,,0
Asana Gruppe AG Spital Menziken B.1.9.M,,,,0
Asana Gruppe AG Spital Menziken B.1.10.M,,,,0
Asana Gruppe AG Spital Menziken B.1.11.M,,,,<10
Asana Gruppe AG Spital Menziken B.1.12.P,0.762,0.157,,16
Asana Gruppe AG Spital Menziken B.1.12.M,0.062,0.06,1,16
Asana Gruppe AG Spital Menziken B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Asana Gruppe AG Spital Menziken B.2.1.M,,,,<10
Asana Gruppe AG Spital Menziken B.2.2.P,...,...,,...
Asana Gruppe AG Spital Menziken C Geriatrische Fr¸hrehablitation, , , , 
Asana Gruppe AG Spital Menziken C.1 Geriatrische Fr¸hrehabilitation, , , , 
Asana Gruppe AG Spital Menziken C.1.1.F,,,,...
Asana Gruppe AG Spital Menziken D Erkrankungen der Lunge, , , , 
Asana Gruppe AG Spital Menziken D.1 Lungenentz¸ndung (Pneumonie), , , , 
Asana Gruppe AG Spital Menziken D.1.1.M,0.026,0.064,0.4,78
Asana Gruppe AG Spital Menziken D.1.2.M,,,,<10
Asana Gruppe AG Spital Menziken D.1.3.M,0,0.008,0,12
Asana Gruppe AG Spital Menziken D.1.4.M,0.059,0.037,1.6,17
Asana Gruppe AG Spital Menziken D.1.5.M,0.029,0.07,0.4,35
Asana Gruppe AG Spital Menziken D.1.6.M,0,0.138,0,13
Asana Gruppe AG Spital Menziken D.1.7.M,,,,<10
Asana Gruppe AG Spital Menziken D.1.8.M,0.027,0.047,0.6,73
Asana Gruppe AG Spital Menziken D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Asana Gruppe AG Spital Menziken D.2.1.M,0,0.035,0,21
Asana Gruppe AG Spital Menziken D.2.2.M,...,...,...,...
Asana Gruppe AG Spital Menziken D.2.3.M,...,...,...,...
Asana Gruppe AG Spital Menziken D.2.4.M,...,...,...,...
Asana Gruppe AG Spital Menziken D.2.5.M,...,...,...,...
Asana Gruppe AG Spital Menziken D.2.6.P,...,...,,...
Asana Gruppe AG Spital Menziken D.2.6.M,...,...,...,...
Asana Gruppe AG Spital Menziken D.3 Lungenkrebs, , , , 
Asana Gruppe AG Spital Menziken D.3.1.F,,,,17
Asana Gruppe AG Spital Menziken D.4 Operationen an der Lunge, , , , 
Asana Gruppe AG Spital Menziken D.4.1.M,,,,0
Asana Gruppe AG Spital Menziken D.4.2.P,,,,0
Asana Gruppe AG Spital Menziken D.4.2.M,,,,0
Asana Gruppe AG Spital Menziken D.4.3.M,,,,0
