hospital_indicator,observed_rate_2011,expected_rate_2011,SMR_2011,number_of_cases_2011
"Salus medica Clinic SA, Clinica Sant Anna D.2.3.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna D.2.4.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna D.2.5.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna D.2.6.P",1,0.369,,12
"Salus medica Clinic SA, Clinica Sant Anna D.2.6.M",0,0.053,0,12
"Salus medica Clinic SA, Clinica Sant Anna D.3 Cancro polmonare (carcinoma bronchiale)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna D.3.1.F",,,,40
"Salus medica Clinic SA, Clinica Sant Anna D.4 Interventi sul polmone", , , , 
"Salus medica Clinic SA, Clinica Sant Anna D.4.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna D.4.2.P",,,,0
"Salus medica Clinic SA, Clinica Sant Anna D.4.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna D.4.3.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna D.4.4.P",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E Interventi su organi addominali et sulla tiroide (chirurgia viscerale)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna E.1 Ablazione della vescicola biliare (colecistectomia)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna E.1.1.M",0,0,0,18
"Salus medica Clinic SA, Clinica Sant Anna E.1.2.P",0.944,0.935,,17
"Salus medica Clinic SA, Clinica Sant Anna E.2 Riparazione di ernia", , , , 
"Salus medica Clinic SA, Clinica Sant Anna E.2.1.M",0,0,0,95
"Salus medica Clinic SA, Clinica Sant Anna E.2.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E.3 Interventi sulla tiroide", , , , 
"Salus medica Clinic SA, Clinica Sant Anna E.3.1.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna E.3.2.P",0,0.004,,0
"Salus medica Clinic SA, Clinica Sant Anna E.3.3.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E.4 Interventi maggiori su colon e retto (interventi colorettali)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna E.4.1.M",0,0.05,0,16
"Salus medica Clinic SA, Clinica Sant Anna E.4.2.M",0,0.033,0,13
"Salus medica Clinic SA, Clinica Sant Anna E.4.3.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E.4.4.M",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna E.4.5.M",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna E.4.6.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E.4.7.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E.4.8.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna E.4.9.F Interventi colorettali locali per carcinoma colorettale",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna E.4.10.F Interventi colorettali locali non per carcinoma colorettale",,,,35
"Salus medica Clinic SA, Clinica Sant Anna E.5 Interventi sullo stomaco", , , , 
"Salus medica Clinic SA, Clinica Sant Anna E.5.1.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E.5.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E.5.3.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E.6 Interventi sullíesofago", , , , 
"Salus medica Clinic SA, Clinica Sant Anna E.6.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna E.7 Interventi sul pancreas", , , , 
"Salus medica Clinic SA, Clinica Sant Anna E.7.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F Interventi sui vasi", , , , 
"Salus medica Clinic SA, Clinica Sant Anna F.1 Interventi sui vasi extracranici", , , , 
"Salus medica Clinic SA, Clinica Sant Anna F.1.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.1.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.1.3.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.2 OP in caso di dilatazione dell'aorta (aneurisma aortico)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna F.2.1.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.2.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.2.3.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.2.4.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.2.5.M",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna F.3 OP alle arterie del bacino/delle gambe", , , , 
"Salus medica Clinic SA, Clinica Sant Anna F.3.1.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.3.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.3.3.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.3.4.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.3.5.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.3.6.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.3.7.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.3.8.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.3.9.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.4 Amputazione", , , , 
"Salus medica Clinic SA, Clinica Sant Anna F.4.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.4.2.M",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna F.5 Angioplastica percutanea transluminale (PTA)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna F.5.1.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.5.2.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna F.5.3.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna G Ginecologia e ostetricia", , , , 
"Salus medica Clinic SA, Clinica Sant Anna G.1 Parti", , , , 
"Salus medica Clinic SA, Clinica Sant Anna G.1.1.F",,,,885
"Salus medica Clinic SA, Clinica Sant Anna G.1.1.P",0,0,,0
"Salus medica Clinic SA, Clinica Sant Anna G.1.2.P",0.019,0.031,,10
"Salus medica Clinic SA, Clinica Sant Anna G.1.3.P",0.279,0.264,,145
"Salus medica Clinic SA, Clinica Sant Anna G.1.4.P",0.414,0.33,,366
"Salus medica Clinic SA, Clinica Sant Anna G.2 Neonato", , , , 
"Salus medica Clinic SA, Clinica Sant Anna G.2.1.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna G.2.2.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna G.2.3.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna G.2.4.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna G.2.5.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna G.2.6.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna G.2.7.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna G.2.8.F",,,,55
"Salus medica Clinic SA, Clinica Sant Anna G.2.9.F",,,,856
"Salus medica Clinic SA, Clinica Sant Anna G.3 Asportazione dellíutero per malattie benigne (isterectomia)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna G.3.1.M",0,0,0,67
"Salus medica Clinic SA, Clinica Sant Anna G.3.2.P",0.507,0.743,,34
"Salus medica Clinic SA, Clinica Sant Anna G.4 Cancro del seno", , , , 
"Salus medica Clinic SA, Clinica Sant Anna G.4.1.F",,,,244
"Salus medica Clinic SA, Clinica Sant Anna G.5 Interventi sul seno", , , , 
"Salus medica Clinic SA, Clinica Sant Anna G.5.1.F",,,,308
"Salus medica Clinic SA, Clinica Sant Anna G.5.2.F",,,,115
"Salus medica Clinic SA, Clinica Sant Anna G.5.3.P",0.878,0.714,,101
"Salus medica Clinic SA, Clinica Sant Anna H Malattie delle vie urinarie e degli organi genitali maschili", , , , 
"Salus medica Clinic SA, Clinica Sant Anna H.1 Asportazione di rene (nefrectomia e nefrectomia parziale)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna H.1.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.1.2.P",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.1.3.P Nefrectomia parziale, percentuale",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.1.3.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.1.4.P",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.2 Calcoli ai reni", , , , 
"Salus medica Clinic SA, Clinica Sant Anna H.2.1.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna H.2.2.P",0,0.429,,0
"Salus medica Clinic SA, Clinica Sant Anna H.3 Interventi sulla vescica", , , , 
"Salus medica Clinic SA, Clinica Sant Anna H.3.1.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna H.3.2.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.3.3.F",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.3.4.P",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.3.5.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.4 Resezione transuretrale (TUR) della prostata", , , , 
"Salus medica Clinic SA, Clinica Sant Anna H.4.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna H.5 Carcinoma prostatico", , , , 
"Salus medica Clinic SA, Clinica Sant Anna H.5.1.F",,,,30
"Salus medica Clinic SA, Clinica Sant Anna H.5.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I Malattie ortopediche e traumatologiche", , , , 
"Salus medica Clinic SA, Clinica Sant Anna I.1 Articolare artificiale, endoprotesi totale (TEP)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna I.1.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.1.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.1.3.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.1.4.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.1.5.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.2 Interventi sulla colonna vertebrale", , , , 
"Salus medica Clinic SA, Clinica Sant Anna I.2.1.F",,,,<10
"Salus medica Clinic SA, Clinica Sant Anna I.2.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.3 Fratture metafisarie dell'anca", , , , 
"Salus medica Clinic SA, Clinica Sant Anna I.3.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.3.2.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.3.3.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.3.4.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.3.5.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.3.6.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.3.7.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna I.3.8.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna J Quadri clinici complessi, eterogenei (tracer per revisione tra pari)", , , , 
"Salus medica Clinic SA, Clinica Sant Anna J.1 Ventilazione assistita", , , , 
"Salus medica Clinic SA, Clinica Sant Anna J.1.1.M",,,,0
"Salus medica Clinic SA, Clinica Sant Anna J.2 Sepsi", , , , 
"Salus medica Clinic SA, Clinica Sant Anna J.2.1.M",0.394,0.144,2.7,33
Institution Indikator,beobachtete Rate 2011,erwartete Rate 2011,SMR 2011,Fallzahl 2011
Privatklinik Bethanien AG A Erkrankungen des Herzens, , , , 
Privatklinik Bethanien AG A.1 Herzinfarkt, , , , 
Privatklinik Bethanien AG A.1.1.M,,,,<10
Privatklinik Bethanien AG A.1.2.M,,,,0
Privatklinik Bethanien AG A.1.3.M,,,,<10
Privatklinik Bethanien AG A.1.4.M,,,,<10
Privatklinik Bethanien AG A.1.5.M,,,,0
Privatklinik Bethanien AG A.1.6.P,0,0.557,,0
Privatklinik Bethanien AG A.1.7.M,,,,0
Privatklinik Bethanien AG A.1.8.M,,,,<10
Privatklinik Bethanien AG A.1.9.P,,,,<10
Privatklinik Bethanien AG A.1.10.M,,,,0
Privatklinik Bethanien AG A.1.11.M,,,,0
Privatklinik Bethanien AG A.2 Herzinsuffizienz, , , , 
Privatklinik Bethanien AG A.2.1.M,,,,<10
Privatklinik Bethanien AG A.2.2.M,,,,0
Privatklinik Bethanien AG A.2.3.M,,,,<10
Privatklinik Bethanien AG A.2.4.M,,,,<10
Privatklinik Bethanien AG A.2.5.M,,,,<10
Privatklinik Bethanien AG A.3 Linksherzkatheter (LHK), , , , 
Privatklinik Bethanien AG A.3.1.F,,,,0
Privatklinik Bethanien AG A.3.2.M,,,,0
"Privatklinik Bethanien AG A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalit‰t",,,,0
Privatklinik Bethanien AG A.3.4.M,,,,0
Privatklinik Bethanien AG A.3.5.P,,,,0
Privatklinik Bethanien AG A.3.6.F,,,,0
Privatklinik Bethanien AG A.4 Herzrhythmusstˆrungen, , , , 
Privatklinik Bethanien AG A.4.1.F,,,,<10
Privatklinik Bethanien AG A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Privatklinik Bethanien AG A.5.1.F,,,,0
Privatklinik Bethanien AG A.5.2.F,,,,0
Privatklinik Bethanien AG A.6 Ablative Therapie, , , , 
Privatklinik Bethanien AG A.6.1.F,,,,0
Privatklinik Bethanien AG A.6.2.F,,,,0
Privatklinik Bethanien AG A.7 Operationen am Herzen, , , , 
Privatklinik Bethanien AG A.7.1.F,,,,0
Privatklinik Bethanien AG A.7.2.F,,,,0
Privatklinik Bethanien AG A.7.3.F,,,,0
Privatklinik Bethanien AG A.7.4.F,,,,0
Privatklinik Bethanien AG A.7.5.F,,,,0
Privatklinik Bethanien AG A.7.6.F,,,,0
Privatklinik Bethanien AG A.7.7.M,,,,0
Privatklinik Bethanien AG A.7.8.M,,,,0
Privatklinik Bethanien AG A.7.9.M,,,,0
Privatklinik Bethanien AG A.7.10.M,,,,0
Privatklinik Bethanien AG A.7.11.M,,,,0
Privatklinik Bethanien AG A.7.12.M,,,,0
Privatklinik Bethanien AG A.7.13.M,,,,0
Privatklinik Bethanien AG A.7.14.M,,,,0
Privatklinik Bethanien AG A.7.15.M,,,,0
Privatklinik Bethanien AG A.7.16.M,,,,0
Privatklinik Bethanien AG A.7.17.M,,,,0
Privatklinik Bethanien AG A.7.18.P,,,,0
Privatklinik Bethanien AG B.1 Schlaganfall, , , , 
Privatklinik Bethanien AG B.1.1.M,,,,<10
Privatklinik Bethanien AG B.1.2.M,,,,0
Privatklinik Bethanien AG B.1.3.M,,,,0
Privatklinik Bethanien AG B.1.4.M,,,,0
Privatklinik Bethanien AG B.1.5.M,,,,<10
Privatklinik Bethanien AG B.1.6.P,0,0.109,,0
Privatklinik Bethanien AG B.1.7.M,,,,<10
Privatklinik Bethanien AG B.1.8.M,,,,<10
Privatklinik Bethanien AG B.1.9.P,0,0.108,,0
Privatklinik Bethanien AG B.1.9.M,,,,0
Privatklinik Bethanien AG B.1.10.M,,,,0
Privatklinik Bethanien AG B.1.11.M,,,,0
Privatklinik Bethanien AG B.1.12.P,0,0.1,,0
Privatklinik Bethanien AG B.1.12.M,,,,0
Privatklinik Bethanien AG B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Privatklinik Bethanien AG B.2.1.M,,,,0
Privatklinik Bethanien AG B.2.2.P,,,,0
Privatklinik Bethanien AG C Geriatrische Fr¸hrehablitation, , , , 
Privatklinik Bethanien AG C.1 Geriatrische Fr¸hrehabilitation, , , , 
Privatklinik Bethanien AG C.1.1.F,,,,0
Privatklinik Bethanien AG C.1.2.P,,,,0
Privatklinik Bethanien AG C.1.3.S,,,,0
Privatklinik Bethanien AG D Erkrankungen der Lunge, , , , 
Privatklinik Bethanien AG D.1 Lungenentz¸ndung (Pneumonie), , , , 
Privatklinik Bethanien AG D.1.1.M,0,0.069,0,17
Privatklinik Bethanien AG D.1.2.M,,,,<10
Privatklinik Bethanien AG D.1.3.M,,,,<10
Privatklinik Bethanien AG D.1.4.M,,,,<10
Privatklinik Bethanien AG D.1.5.M,0,0.067,0,10
Privatklinik Bethanien AG D.1.6.M,,,,<10
Privatklinik Bethanien AG D.1.7.M,,,,<10
Privatklinik Bethanien AG D.1.8.M,0,0.058,0,13
Privatklinik Bethanien AG D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Privatklinik Bethanien AG D.2.1.M,,,,<10
Privatklinik Bethanien AG D.2.2.M,,,,0
Privatklinik Bethanien AG D.2.3.M,,,,0
Privatklinik Bethanien AG D.2.4.M,,,,0
Privatklinik Bethanien AG D.2.5.M,,,,0
Privatklinik Bethanien AG D.2.6.P,,,,<10
Privatklinik Bethanien AG D.2.6.M,,,,<10
Privatklinik Bethanien AG D.3 Lungenkrebs, , , , 
Privatklinik Bethanien AG D.3.1.F,,,,<10
Privatklinik Bethanien AG D.4 Operationen an der Lunge, , , , 
Privatklinik Bethanien AG D.4.1.M,,,,0
Privatklinik Bethanien AG D.4.2.P,,,,0
Privatklinik Bethanien AG D.4.2.M,,,,0
Privatklinik Bethanien AG D.4.3.M,,,,0
Privatklinik Bethanien AG D.4.4.P,,,,0
Privatklinik Bethanien AG E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Privatklinik Bethanien AG E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Privatklinik Bethanien AG E.1.1.M,0,0.004,0,21
Privatklinik Bethanien AG E.1.2.P,0.952,0.935,,20
Privatklinik Bethanien AG E.2 Hernienoperationen, , , , 
Privatklinik Bethanien AG E.2.1.M,0,0.001,0,115
Privatklinik Bethanien AG E.2.2.M,,,,<10
Privatklinik Bethanien AG E.3 Eingriffe an der Schilddr¸se, , , , 
Privatklinik Bethanien AG E.3.1.F,,,,79
Privatklinik Bethanien AG E.3.2.P,0,0.004,,0
Privatklinik Bethanien AG E.3.3.F,,,,0
Privatklinik Bethanien AG E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen), , , , 
Privatklinik Bethanien AG E.4.1.M,0.043,0.041,1,47
Privatklinik Bethanien AG E.4.2.M,,,,<10
Privatklinik Bethanien AG E.4.3.M,,,,0
Privatklinik Bethanien AG E.4.4.M,0,0.005,0,10
Privatklinik Bethanien AG E.4.5.M,0,0.003,0,15
Privatklinik Bethanien AG E.4.6.M,,,,<10
Privatklinik Bethanien AG E.4.7.M,,,,0
Privatklinik Bethanien AG E.4.8.F,,,,13
Privatklinik Bethanien AG E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom,,,,0
Privatklinik Bethanien AG E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom,,,,<10
Privatklinik Bethanien AG E.5 Operationen am Magen, , , , 
Privatklinik Bethanien AG E.5.1.F,,,,<10
Privatklinik Bethanien AG E.5.2.M,,,,<10
Privatklinik Bethanien AG E.5.3.M,,,,0
Privatklinik Bethanien AG E.6 Operationen am ÷sophagus, , , , 
Privatklinik Bethanien AG E.6.1.M,,,,0
Privatklinik Bethanien AG E.7 Operationen am Pankreas, , , , 
Privatklinik Bethanien AG E.7.1.M,,,,<10
Privatklinik Bethanien AG F Operationen an Gef‰ssen, , , , 
Privatklinik Bethanien AG F.1 Extrakranielle Gef‰ssoperationen, , , , 
Privatklinik Bethanien AG F.1.1.M,,,,<10
Privatklinik Bethanien AG F.1.2.M,,,,0
Privatklinik Bethanien AG F.1.3.F,,,,0
Privatklinik Bethanien AG F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma), , , , 
Privatklinik Bethanien AG F.2.1.F,,,,0
Privatklinik Bethanien AG F.2.2.M,,,,0
Privatklinik Bethanien AG F.2.3.M,,,,0
Privatklinik Bethanien AG F.2.4.F,,,,0
Privatklinik Bethanien AG F.2.5.M,,,,0
Privatklinik Bethanien AG F.3 Operationen an Becken≠/Beinarterien, , , , 
Privatklinik Bethanien AG F.3.1.F,,,,<10
Privatklinik Bethanien AG F.3.2.M,,,,0
Privatklinik Bethanien AG F.3.3.M,,,,0
Privatklinik Bethanien AG F.3.4.M,,,,0
Privatklinik Bethanien AG F.3.5.M,,,,<10
Privatklinik Bethanien AG F.3.6.M,,,,<10
Privatklinik Bethanien AG F.3.7.M,,,,0
Privatklinik Bethanien AG F.3.8.F,,,,0
Privatklinik Bethanien AG F.3.9.F,,,,<10
Privatklinik Bethanien AG F.4 Amputationen, , , , 
Privatklinik Bethanien AG F.4.1.M,,,,<10
Privatklinik Bethanien AG F.4.2.M,,,,<10
Privatklinik Bethanien AG F.5 Perkutan transluminale Gef‰ssinterventionen (PTA), , , , 
Privatklinik Bethanien AG F.5.1.F,,,,42
Privatklinik Bethanien AG F.5.2.F,,,,<10
Privatklinik Bethanien AG F.5.3.F,,,,0
Privatklinik Bethanien AG G Geburtshilfe und Frauenheilkunde, , , , 
Privatklinik Bethanien AG G.1 Geburten, , , , 
Privatklinik Bethanien AG G.1.1.F,,,,405
Privatklinik Bethanien AG G.1.1.P,0,0,,0
Privatklinik Bethanien AG G.1.2.P,,,,<10
Privatklinik Bethanien AG G.1.3.P,0.376,0.264,,79
Privatklinik Bethanien AG G.1.4.P,0.481,0.33,,195
Privatklinik Bethanien AG G.2 Neugeborene, , , , 
Privatklinik Bethanien AG G.2.1.F,,,,0
Privatklinik Bethanien AG G.2.2.F,,,,0
Privatklinik Bethanien AG G.2.3.F,,,,0
Privatklinik Bethanien AG G.2.4.F,,,,0
Privatklinik Bethanien AG G.2.5.F,,,,0
Privatklinik Bethanien AG G.2.6.F,,,,0
Privatklinik Bethanien AG G.2.7.F,,,,0
Privatklinik Bethanien AG G.2.8.F,,,,<10
Privatklinik Bethanien AG G.2.9.F,,,,398
Privatklinik Bethanien AG G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Privatklinik Bethanien AG G.3.1.M,0,0,0,70
Privatklinik Bethanien AG G.3.2.P,0.721,0.743,,49
Privatklinik Bethanien AG G.4 Brustkrebs, , , , 
Privatklinik Bethanien AG G.4.1.F,,,,98
Privatklinik Bethanien AG G.5 Eingriffe an der Brust, , , , 
Privatklinik Bethanien AG G.5.1.F,,,,118
Privatklinik Bethanien AG G.5.2.F,,,,71
Privatklinik Bethanien AG G.5.3.P,0.746,0.714,,53
Privatklinik Bethanien AG H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Privatklinik Bethanien AG H.1 Entfernung der Niere (Nephrektomie), , , , 
Privatklinik Bethanien AG H.1.1.M,,,,<10
Privatklinik Bethanien AG H.1.2.P,0,0.248,,0
Privatklinik Bethanien AG H.1.3.P Anteil partielle Nephrektomie,,,,<10
Privatklinik Bethanien AG H.1.3.M,,,,<10
Privatklinik Bethanien AG H.1.4.P,0,0.272,,0
Privatklinik Bethanien AG H.2 Nierensteine, , , , 
Privatklinik Bethanien AG H.2.1.F,,,,39
Privatklinik Bethanien AG H.2.2.P,0.641,0.429,,25
Privatklinik Bethanien AG H.3 Eingriffe an der Harnblase, , , , 
Privatklinik Bethanien AG H.3.1.F,,,,82
Privatklinik Bethanien AG H.3.2.F,,,,93
Privatklinik Bethanien AG H.3.3.F,,,,77
Privatklinik Bethanien AG H.3.4.P,0,0.104,,0
Privatklinik Bethanien AG H.3.5.M,,,,<10
Privatklinik Bethanien AG H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Privatklinik Bethanien AG H.4.1.M,0,0.001,0,167
Privatklinik Bethanien AG H.5 Prostatakarzinom, , , , 
Privatklinik Bethanien AG H.5.1.F,,,,44
Privatklinik Bethanien AG H.5.2.M,0,0,0,18
Privatklinik Bethanien AG I Orthop‰dische und unfallchirurgische Krankheitsbilder, , , , 
"Privatklinik Bethanien AG I.1 Gelenkersatz, Totalendoprothese (TEP)", , , , 
Privatklinik Bethanien AG I.1.1.M,0,0.001,0,104
Privatklinik Bethanien AG I.1.2.M,0,0.007,0,12
Privatklinik Bethanien AG I.1.3.M,0.005,0.001,6.1,189
Privatklinik Bethanien AG I.1.4.M,0,0.001,0,28
Privatklinik Bethanien AG I.1.5.M,,,,0
Privatklinik Bethanien AG I.2 Operationen an der Wirbels‰ule, , , , 
Privatklinik Bethanien AG I.2.1.F,,,,293
Privatklinik Bethanien AG I.2.2.M,0,0.004,0,45
Privatklinik Bethanien AG I.3 H¸ftgelenknahe Frakturen, , , , 
Privatklinik Bethanien AG I.3.1.M,,,,<10
Privatklinik Bethanien AG I.3.2.M,,,,<10
Privatklinik Bethanien AG I.3.3.M,,,,0
Privatklinik Bethanien AG I.3.4.M,,,,<10
Privatklinik Bethanien AG I.3.5.M,,,,0
Privatklinik Bethanien AG I.3.6.M,,,,<10
Privatklinik Bethanien AG I.3.7.M,,,,0
Privatklinik Bethanien AG I.3.8.M,,,,<10
"Privatklinik Bethanien AG J Komplexe, heterogene Krankheitsbilder (Tracer f¸r Peer Review)", , , , 
Privatklinik Bethanien AG J.1 Beatmung, , , , 
Privatklinik Bethanien AG J.1.1.M,,,,0
Privatklinik Bethanien AG J.2 Sepsis, , , , 
Privatklinik Bethanien AG J.2.1.M,,,,<10
Institution Indikator,beobachtete Rate 2011,erwartete Rate 2011,SMR 2011,Fallzahl 2011
Spitalverbund AR Spital Herisau A Erkrankungen des Herzens, , , , 
Spitalverbund AR Spital Herisau A.1 Herzinfarkt, , , , 
Spitalverbund AR Spital Herisau A.1.1.M,0.098,0.092,1.1,41
Spitalverbund AR Spital Herisau A.1.2.M,,,,0
Spitalverbund AR Spital Herisau A.1.3.M,0,0.018,0,12
Spitalverbund AR Spital Herisau A.1.4.M,0,0.069,0,13
Spitalverbund AR Spital Herisau A.1.5.M,0.25,0.165,1.5,16
Spitalverbund AR Spital Herisau A.1.6.P,,,,<10
Spitalverbund AR Spital Herisau A.1.7.M,0.1,0.14,0.7,30
Spitalverbund AR Spital Herisau A.1.8.M,,,,<10
Spitalverbund AR Spital Herisau A.1.9.P,0,0.036,,0
Spitalverbund AR Spital Herisau A.1.10.M,0.2,0.107,1.9,20
Spitalverbund AR Spital Herisau A.1.11.M,0,0.066,0,21
Spitalverbund AR Spital Herisau A.2 Herzinsuffizienz, , , , 
Spitalverbund AR Spital Herisau A.2.1.M,0.22,0.09,2.4,50
Spitalverbund AR Spital Herisau A.2.2.M,,,,0
Spitalverbund AR Spital Herisau A.2.3.M,,,,<10
Spitalverbund AR Spital Herisau A.2.4.M,0.174,0.081,2.2,23
Spitalverbund AR Spital Herisau A.2.5.M,0.273,0.116,2.4,22
Spitalverbund AR Spital Herisau A.3 Linksherzkatheter (LHK), , , , 
Spitalverbund AR Spital Herisau A.3.1.F,,,,<10
Spitalverbund AR Spital Herisau A.3.2.M,,,,<10
"Spitalverbund AR Spital Herisau A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalit‰t",,,,0
Spitalverbund AR Spital Herisau A.3.4.M,,,,<10
Spitalverbund AR Spital Herisau A.3.5.P,0,0.387,,0
Spitalverbund AR Spital Herisau A.3.6.F,,,,0
Spitalverbund AR Spital Herisau A.4 Herzrhythmusstˆrungen, , , , 
Spitalverbund AR Spital Herisau A.4.1.F,,,,31
Spitalverbund AR Spital Herisau A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Spitalverbund AR Spital Herisau A.5.1.F,,,,14
Spitalverbund AR Spital Herisau A.5.2.F,,,,0
Spitalverbund AR Spital Herisau A.6 Ablative Therapie, , , , 
Spitalverbund AR Spital Herisau A.6.1.F,,,,0
Spitalverbund AR Spital Herisau A.6.2.F,,,,0
Spitalverbund AR Spital Herisau A.7 Operationen am Herzen, , , , 
